FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY912,240,A6-EYA,1,A380,516,16000,16,7,JFK,1,AUH,2026-01-28 12:13:00,2026-01-29 02:13:00,2026-01-29 06:13:00,Delayed,C4,1,CLEAR,,,,,,,,A6-EYM,EY,AUH,FCO,EY3160,2026-01-28T16:23:00,2026-01-28T16:23:00Z,2026-01-28T06:23:00,2026-01-28T06:23:00Z,A6-EYG,EY,LHR,AUH,EY8184,2026-01-28T18:49:00,2026-01-28T18:49:00Z,2026-01-28T08:49:00,2026-01-28T08:49:00Z,Y,N
FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY432,150,A6-EYF,3,B787-10,330,12000,10,1,AUH,3,LHR,2026-01-28 14:18:00,2026-01-28 20:18:00,2026-01-28 22:48:00,Delayed,C1,3,CLEAR,,,,,,,,A6-EYK,EY,AUH,DEL,EY6622,2026-01-29T10:41:00,2026-01-29T10:41:00Z,2026-01-28T20:41:00,2026-01-28T20:41:00Z,A6-EYM,EY,AUH,FCO,EY3160,2026-01-28T16:23:00,2026-01-28T16:23:00Z,2026-01-28T06:23:00,2026-01-28T06:23:00Z,Y,N
FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY334,180,A6-EYJ,3,B787-10,330,12000,10,5,CDG,1,AUH,2026-01-28 16:34:00,2026-01-28 21:34:00,2026-01-29 00:34:00,Delayed,A18,2,CLEAR,,,,,,,,A6-EYM,EY,AUH,FCO,EY3160,2026-01-28T16:23:00,2026-01-28T16:23:00Z,2026-01-28T06:23:00,2026-01-28T06:23:00Z,A6-EYH,EY,AUH,DEL,EY1203,2026-01-28T23:44:00,2026-01-28T23:44:00Z,2026-01-28T18:44:00,2026-01-28T18:44:00Z,Y,N
FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY1202,240,A6-EYH,3,B787-10,330,12000,10,8,DEL,1,AUH,2026-01-28 18:44:00,2026-01-28 23:44:00,2026-01-29 03:44:00,Delayed,D4,1,CLEAR,,,,,,,,A6-EYA,EY,JFK,AUH,EY912,2026-01-28T14:53:00,2026-01-28T14:53:00Z,2026-01-28T10:53:00,2026-01-28T10:53:00Z,A6-EYK,EY,AUH,DEL,EY6622,2026-01-29T10:41:00,2026-01-29T10:41:00Z,2026-01-28T20:41:00,2026-01-28T20:41:00Z,Y,N
FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY170,240,A6-EYQ,6,A320,180,3500,4,8,DEL,1,AUH,2026-01-28 20:36:00,2026-01-29 03:36:00,2026-01-29 07:36:00,Delayed,D11,1,CLEAR,,,,,,,,A6-EYL,EY,AUH,FCO,EY5265,2026-01-29T07:14:00,2026-01-29T07:14:00Z,2026-01-28T22:14:00,2026-01-28T22:14:00Z,A6-EYV,EY,BKK,AUH,EY118,2026-01-28T19:07:00,2026-01-28T19:07:00Z,2026-01-28T08:07:00,2026-01-28T08:07:00Z,Y,N
FLT-1102,EY8087,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY8086,180,A6-EYI,3,B787-10,330,12000,10,11,FCO,1,AUH,2026-01-28 22:03:00,2026-01-29 05:03:00,2026-01-29 08:03:00,Delayed,D4,1,CLEAR,,,,,,,,A6-EYI,EY,FCO,AUH,EY8086,2026-01-28T17:46:00,2026-01-28T17:46:00Z,2026-01-28T06:46:00,2026-01-28T06:46:00Z,A6-EYF,EY,LHR,AUH,EY433,2026-01-28T20:18:00,2026-01-28T20:18:00Z,2026-01-28T14:18:00,2026-01-28T14:18:00Z,Y,N
FLT-1103,EY8185,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY8184,180,A6-EYG,3,B787-10,330,12000,10,3,LHR,1,AUH,2026-01-28 06:25:00,2026-01-28 16:25:00,2026-01-28 19:25:00,Delayed,B26,3,ACTIVE,A,3.0,2026-01-31,MEL-411,REF-2395,2026-01-26,Speed limited to M0.82,A6-EYJ,EY,CDG,AUH,EY334,2026-01-29T00:36:00,2026-01-29T00:36:00Z,2026-01-28T12:36:00,2026-01-28T12:36:00Z,A6-EYI,EY,AUH,FCO,EY8087,2026-01-29T05:03:00,2026-01-29T05:03:00Z,2026-01-28T22:03:00,2026-01-28T22:03:00Z,Y,N
FLT-1104,EY118,9,Security Threat + Geopolitical Airspace Diversion,N,LIAC from EY117,150,A6-EYV,6,A320,180,3500,4,1,AUH,2,BKK,2026-01-28 08:07:00,2026-01-28 19:07:00,2026-01-28 21:37:00,Delayed,B25,3,CLEAR,,,,,,,,A6-EYK,EY,AUH,DEL,EY6622,2026-01-29T10:41:00,2026-01-29T10:41:00Z,2026-01-28T20:41:00,2026-01-28T20:41:00Z,A6-EYH,EY,DEL,AUH,EY1202,2026-01-28T22:54:00,2026-01-28T22:54:00Z,2026-01-28T14:54:00,2026-01-28T14:54:00Z,Y,N
FLT-1105,EY8086,10,Medical Emergency + Tarmac Delay + Slot Unavailability,Y,Diverted to MCT for medical emergency,300,A6-EYI,3,B787-10,330,12000,10,1,AUH,11,FCO,2026-01-29 06:58:00,2026-01-29 13:58:00,2026-01-29 18:58:00,Delayed,A2,1,CLEAR,,,,,,,,A6-EYJ,EY,CDG,AUH,EY334,2026-01-30T00:29:00,2026-01-30T00:29:00Z,2026-01-29T10:29:00,2026-01-29T10:29:00Z,A6-EYJ,EY,CDG,AUH,EY334,2026-01-30T00:29:00,2026-01-30T00:29:00Z,2026-01-29T10:29:00,2026-01-29T10:29:00Z,Y,N
FLT-1106,EY8087,10,Medical Emergency + Tarmac Delay + Slot Unavailability,N,LIAC from EY8086,300,A6-EYI,3,B787-10,330,12000,10,11,FCO,1,AUH,2026-01-29 08:50:00,2026-01-29 15:50:00,2026-01-29 20:50:00,Delayed,C15,1,CLEAR,,,,,,,,A6-EYI,EY,FCO,AUH,EY8086,2026-01-29T13:58:00,2026-01-29T13:58:00Z,2026-01-29T06:58:00,2026-01-29T06:58:00Z,A6-EYI,EY,FCO,AUH,EY8086,2026-01-29T13:58:00,2026-01-29T13:58:00Z,2026-01-29T06:58:00,2026-01-29T06:58:00Z,Y,N
FLT-1107,EY334,10,Medical Emergency + Tarmac Delay + Slot Unavailability,N,Passengers rebooked from EY8086,60,A6-EYJ,3,B787-10,330,12000,10,1,AUH,5,CDG,2026-01-29 10:29:00,2026-01-30 00:29:00,2026-01-30 01:29:00,Scheduled,D9,3,CLEAR,,,,,,,,A6-EYI,EY,AUH,FCO,EY8087,2026-01-29T15:50:00,2026-01-29T15:50:00Z,2026-01-29T08:50:00,2026-01-29T08:50:00Z,A6-EYI,EY,AUH,FCO,EY8087,2026-01-29T15:50:00,2026-01-29T15:50:00Z,2026-01-29T08:50:00,2026-01-29T08:50:00Z,Y,N
FLT-1108,EY401,11,EY401 Typhoon -> EY406 LIAC,Y,Typhoon delays departure,180,A6-EYU,6,A320,180,3500,4,2,BKK,1,AUH,2026-01-31 06:38:00,2026-01-31 13:38:00,2026-01-31 16:38:00,Delayed,A25,3,ACTIVE,B,10.0,2026-02-10,MEL-941,REF-5415,2026-01-26,Speed limited to M0.82,A6-EYF,EY,LHR,AUH,EY25,2026-01-31T23:21:00,2026-01-31T23:21:00Z,2026-01-31T14:21:00,2026-01-31T14:21:00Z,A6-EYJ,EY,CDG,AUH,EY334,2026-01-31T21:22:00,2026-01-31T21:22:00Z,2026-01-31T12:22:00,2026-01-31T12:22:00Z,Y,N
FLT-1109,EY406,11,EY401 Typhoon -> EY406 LIAC,Y,LIAC - Late Inbound Aircraft Connection,180,A6-EYU,6,A320,180,3500,4,1,AUH,2,BKK,2026-01-31 08:02:00,2026-01-31 13:02:00,2026-01-31 16:02:00,Delayed,D30,2,CLEAR,,,,,,,,A6-EYB,EY,JFK,AUH,EY101,2026-02-01T03:52:00,2026-02-01T03:52:00Z,2026-01-31T16:52:00,2026-01-31T16:52:00Z,A6-EYO,EY,SIN,AUH,EY424,2026-01-31T20:28:00,2026-01-31T20:28:00Z,2026-01-31T06:28:00,2026-01-31T06:28:00Z,Y,N
FLT-1110,EY454,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,45,A6-EYA,1,A380,516,16000,16,1,AUH,9,SYD,2026-01-31 10:11:00,2026-01-31 22:11:00,2026-01-31 22:56:00,Scheduled,D3,2,CLEAR,,,,,,,,A6-EYU,EY,AUH,BKK,EY401,2026-01-31T13:38:00,2026-01-31T13:38:00Z,2026-01-31T06:38:00,2026-01-31T06:38:00Z,A6-EYO,EY,SIN,AUH,EY424,2026-01-31T20:28:00,2026-01-31T20:28:00Z,2026-01-31T06:28:00,2026-01-31T06:28:00Z,Y,N
FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,30,A6-EYJ,3,B787-10,330,12000,10,1,AUH,5,CDG,2026-01-31 12:22:00,2026-01-31 21:22:00,2026-01-31 21:52:00,Scheduled,A28,1,CLEAR,,,,,,,,A6-EYH,EY,SIN,AUH,EY472,2026-02-01T07:12:00,2026-02-01T07:12:00Z,2026-01-31T20:12:00,2026-01-31T20:12:00Z,A6-EYU,EY,BKK,AUH,EY406,2026-01-31T13:02:00,2026-01-31T13:02:00Z,2026-01-31T08:02:00,2026-01-31T08:02:00Z,Y,N
FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,25,A6-EYF,3,B787-10,330,12000,10,1,AUH,3,LHR,2026-01-31 14:21:00,2026-01-31 23:21:00,2026-01-31 23:46:00,On-Time,C22,2,CLEAR,,,,,,,,A6-EYJ,EY,CDG,AUH,EY334,2026-01-31T21:22:00,2026-01-31T21:22:00Z,2026-01-31T12:22:00,2026-01-31T12:22:00Z,A6-EYU,EY,BKK,AUH,EY406,2026-01-31T13:02:00,2026-01-31T13:02:00Z,2026-01-31T08:02:00,2026-01-31T08:02:00Z,Y,N
FLT-1113,EY101,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,40,A6-EYB,1,A380,516,16000,16,1,AUH,7,JFK,2026-01-31 16:52:00,2026-02-01 03:52:00,2026-02-01 04:32:00,Scheduled,C11,1,ACTIVE,A,6.0,2026-02-06,MEL-891,REF-7622,2026-01-26,Speed limited to M0.82,A6-EYN,EY,JED,AUH,EY313,2026-02-01T01:48:00,2026-02-01T01:48:00Z,2026-01-31T22:48:00,2026-01-31T22:48:00Z,A6-EYU,EY,BKK,AUH,EY406,2026-01-31T13:02:00,2026-01-31T13:02:00Z,2026-01-31T08:02:00,2026-01-31T08:02:00Z,Y,N
FLT-1114,EY170,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,20,A6-EYQ,6,A320,180,3500,4,1,AUH,8,DEL,2026-01-31 18:52:00,2026-01-31 21:52:00,2026-01-31 22:12:00,On-Time,D14,1,CLEAR,,,,,,,,A6-EYA,EY,SYD,AUH,EY454,2026-01-31T22:11:00,2026-01-31T22:11:00Z,2026-01-31T10:11:00,2026-01-31T10:11:00Z,A6-EYN,EY,JED,AUH,EY313,2026-02-01T01:48:00,2026-02-01T01:48:00Z,2026-01-31T22:48:00,2026-01-31T22:48:00Z,Y,N
FLT-1115,EY472,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,35,A6-EYH,3,B787-10,330,12000,10,1,AUH,4,SIN,2026-01-31 20:12:00,2026-02-01 07:12:00,2026-02-01 07:47:00,Scheduled,D21,2,CLEAR,,,,,,,,A6-EYF,EY,LHR,AUH,EY25,2026-01-31T23:21:00,2026-01-31T23:21:00Z,2026-01-31T14:21:00,2026-01-31T14:21:00Z,A6-EYO,EY,SIN,AUH,EY424,2026-01-31T20:28:00,2026-01-31T20:28:00Z,2026-01-31T06:28:00,2026-01-31T06:28:00Z,Y,N
FLT-1116,EY313,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,15,A6-EYN,5,A321LR,206,4200,6,1,AUH,14,JED,2026-01-31 22:48:00,2026-02-01 01:48:00,2026-02-01 02:03:00,On-Time,B30,2,CLEAR,,,,,,,,A6-EYF,EY,LHR,AUH,EY25,2026-01-31T23:21:00,2026-01-31T23:21:00Z,2026-01-31T14:21:00,2026-01-31T14:21:00Z,A6-EYQ,EY,DEL,AUH,EY170,2026-01-31T21:52:00,2026-01-31T21:52:00Z,2026-01-31T18:52:00,2026-01-31T18:52:00Z,Y,N
FLT-1117,EY424,11,EY401 Typhoon -> EY406 LIAC,N,Missed connections from EY401,30,A6-EYO,5,A321LR,206,4200,6,1,AUH,4,SIN,2026-01-31 06:28:00,2026-01-31 20:28:00,2026-01-31 20:58:00,Scheduled,A21,3,CLEAR,,,,,,,,A6-EYH,EY,SIN,AUH,EY472,2026-02-01T07:12:00,2026-02-01T07:12:00Z,2026-01-31T20:12:00,2026-01-31T20:12:00Z,A6-EYH,EY,SIN,AUH,EY472,2026-02-01T07:12:00,2026-02-01T07:12:00Z,2026-01-31T20:12:00,2026-01-31T20:12:00Z,Y,N
