shipment_id,awb_number,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,origin,destination,cargo_type,weight_kg,volume_cbm,pieces,is_temperature_sensitive,required_temp_min,required_temp_max,is_dangerous_goods,dg_class,priority,status,shipper_name,consignee_name
CGO-1391,191-18514899,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Perishable,777,5.1,2,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 69,Consignee 78
CGO-1392,286-40535026,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Live Animals,517,3.98,26,N,,,N,,ECONOMY,DELAYED,Shipper 78,Consignee 1
CGO-1393,354-99302018,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Valuables,1532,6.24,44,N,,,N,,EXPRESS,DELAYED,Shipper 1,Consignee 47
CGO-1394,670-21396547,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Pharmaceuticals,1930,9.69,43,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 61,Consignee 68
CGO-1395,603-85319663,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,General,1461,9.3,50,N,,,N,,EXPRESS,DELAYED,Shipper 99,Consignee 69
CGO-1396,490-43375131,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Perishable,453,2.3,32,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 7,Consignee 27
CGO-1397,110-14094205,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Dangerous Goods,1665,5.57,15,N,,,Y,4.1,STANDARD,DELAYED,Shipper 37,Consignee 32
CGO-1398,710-10323748,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Live Animals,206,3.6,35,N,,,N,,ECONOMY,DELAYED,Shipper 49,Consignee 73
CGO-1399,551-47762002,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Dangerous Goods,600,8.18,10,N,,,Y,8.0,STANDARD,DELAYED,Shipper 53,Consignee 47
CGO-1400,159-17301010,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,General,346,8.82,42,N,,,N,,ECONOMY,DELAYED,Shipper 72,Consignee 21
CGO-1401,555-89349099,FLT-1031,EY2796,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,AUH,CDG,Valuables,1086,2.87,1,N,,,N,,STANDARD,DELAYED,Shipper 55,Consignee 32
CGO-1402,338-77852706,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,General,715,2.96,42,N,,,N,,STANDARD,DELAYED,Shipper 80,Consignee 9
CGO-1403,925-56825687,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Pharmaceuticals,1986,9.18,46,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 40,Consignee 84
CGO-1404,540-78069976,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Live Animals,800,8.51,9,N,,,N,,ECONOMY,DELAYED,Shipper 74,Consignee 18
CGO-1405,791-99534576,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Valuables,1796,7.26,41,N,,,N,,EXPRESS,DELAYED,Shipper 47,Consignee 99
CGO-1406,828-69501205,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Valuables,1183,8.0,21,N,,,N,,STANDARD,DELAYED,Shipper 27,Consignee 61
CGO-1407,823-37216576,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,General,1927,1.31,12,N,,,N,,STANDARD,DELAYED,Shipper 100,Consignee 18
CGO-1408,985-84538992,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Valuables,811,4.66,43,N,,,N,,STANDARD,DELAYED,Shipper 72,Consignee 44
CGO-1409,326-50118046,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Valuables,588,8.33,14,N,,,N,,STANDARD,DELAYED,Shipper 79,Consignee 78
CGO-1410,318-42467674,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Perishable,743,6.87,3,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 66,Consignee 53
CGO-1411,476-90225315,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Pharmaceuticals,1845,9.0,26,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 68,Consignee 26
CGO-1412,782-34063703,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Dangerous Goods,1114,9.02,29,N,,,Y,9.0,EXPRESS,DELAYED,Shipper 22,Consignee 80
CGO-1413,794-59182612,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Dangerous Goods,459,6.47,41,N,,,Y,9.0,ECONOMY,DELAYED,Shipper 24,Consignee 66
CGO-1414,669-98873194,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,General,1044,2.89,3,N,,,N,,STANDARD,DELAYED,Shipper 88,Consignee 77
CGO-1415,103-42185073,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Pharmaceuticals,1955,5.14,32,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 70,Consignee 94
CGO-1416,826-46372847,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,General,187,3.85,37,N,,,N,,STANDARD,DELAYED,Shipper 41,Consignee 7
CGO-1417,334-44093115,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,General,837,5.03,45,N,,,N,,STANDARD,DELAYED,Shipper 41,Consignee 29
CGO-1418,633-97342239,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Dangerous Goods,1743,6.62,33,N,,,Y,4.1,ECONOMY,DELAYED,Shipper 60,Consignee 24
CGO-1419,880-21103753,FLT-1032,EY334,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,AUH,CDG,Pharmaceuticals,1711,7.45,30,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 29,Consignee 65
CGO-1420,227-60058882,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,General,410,5.56,50,N,,,N,,STANDARD,DELAYED,Shipper 30,Consignee 77
CGO-1421,960-23859391,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,Dangerous Goods,83,7.48,4,N,,,Y,4.1,STANDARD,DELAYED,Shipper 43,Consignee 33
CGO-1422,447-81228939,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,Perishable,487,8.93,18,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 52,Consignee 11
CGO-1423,373-96889839,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,Pharmaceuticals,1144,7.62,24,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 94,Consignee 9
CGO-1424,311-73324822,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,Dangerous Goods,1081,7.74,48,N,,,Y,8.0,STANDARD,DELAYED,Shipper 5,Consignee 22
CGO-1425,650-26687416,FLT-1033,EY1677,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,AUH,CDG,Perishable,1860,8.57,7,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 41,Consignee 21
CGO-1426,885-33437622,FLT-1034,EY462,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,AUH,FRA,Live Animals,448,6.52,30,N,,,N,,ECONOMY,DELAYED,Shipper 12,Consignee 85
CGO-1427,826-46601563,FLT-1034,EY462,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,AUH,FRA,Valuables,294,9.83,1,N,,,N,,ECONOMY,DELAYED,Shipper 48,Consignee 13
CGO-1428,670-93534552,FLT-1034,EY462,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,AUH,FRA,Pharmaceuticals,601,9.66,2,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 49,Consignee 68
CGO-1429,451-34716800,FLT-1034,EY462,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,AUH,FRA,Pharmaceuticals,96,1.47,36,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 59,Consignee 4
CGO-1430,385-70818428,FLT-1034,EY462,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,AUH,FRA,Valuables,1353,1.36,27,N,,,N,,STANDARD,DELAYED,Shipper 31,Consignee 71
CGO-1431,728-30406743,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Valuables,1809,5.03,26,N,,,N,,STANDARD,DELAYED,Shipper 22,Consignee 99
CGO-1432,618-55854308,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Dangerous Goods,1081,3.31,4,N,,,Y,8.0,STANDARD,DELAYED,Shipper 95,Consignee 83
CGO-1433,822-33265662,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Valuables,1786,5.47,49,N,,,N,,EXPRESS,DELAYED,Shipper 47,Consignee 100
CGO-1434,437-92781097,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Live Animals,1843,6.0,20,N,,,N,,ECONOMY,DELAYED,Shipper 67,Consignee 80
CGO-1435,153-99848384,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Pharmaceuticals,1616,6.83,7,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 66,Consignee 90
CGO-1436,743-98072471,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Dangerous Goods,1859,8.12,26,N,,,Y,4.1,ECONOMY,DELAYED,Shipper 71,Consignee 4
CGO-1437,507-32388003,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Perishable,1523,9.35,15,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 20,Consignee 68
CGO-1438,835-65696927,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Live Animals,958,7.2,35,N,,,N,,ECONOMY,DELAYED,Shipper 10,Consignee 33
CGO-1439,256-83981326,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Live Animals,1017,7.67,21,N,,,N,,EXPRESS,DELAYED,Shipper 26,Consignee 72
CGO-1440,913-78848736,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Dangerous Goods,881,9.74,22,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 95,Consignee 74
CGO-1441,195-47145991,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Live Animals,1909,9.59,16,N,,,N,,ECONOMY,DELAYED,Shipper 48,Consignee 24
CGO-1442,949-60268944,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,Perishable,1055,3.37,26,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 33,Consignee 95
CGO-1443,682-72304015,FLT-1035,EY2797,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYI,CDG,AUH,General,434,4.15,50,N,,,N,,ECONOMY,DELAYED,Shipper 90,Consignee 50
CGO-1444,880-92481925,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,Live Animals,1371,3.31,38,N,,,N,,ECONOMY,DELAYED,Shipper 56,Consignee 35
CGO-1445,409-28078722,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,General,357,0.74,33,N,,,N,,EXPRESS,DELAYED,Shipper 28,Consignee 21
CGO-1446,421-47197536,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,Live Animals,1061,7.97,16,N,,,N,,EXPRESS,DELAYED,Shipper 86,Consignee 98
CGO-1447,123-55903770,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,Perishable,712,1.64,19,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 61,Consignee 14
CGO-1448,294-21816916,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,General,1213,3.61,17,N,,,N,,STANDARD,DELAYED,Shipper 9,Consignee 71
CGO-1449,372-10774873,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,Perishable,1326,8.59,47,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 91,Consignee 20
CGO-1450,581-28405862,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,General,1825,7.8,7,N,,,N,,STANDARD,DELAYED,Shipper 75,Consignee 33
CGO-1451,667-12493464,FLT-1036,EY335,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYJ,CDG,AUH,Live Animals,1278,5.58,16,N,,,N,,ECONOMY,DELAYED,Shipper 86,Consignee 48
CGO-1452,997-96903001,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,General,688,9.08,40,N,,,N,,ECONOMY,DELAYED,Shipper 22,Consignee 73
CGO-1453,499-39226009,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Valuables,1417,4.64,20,N,,,N,,STANDARD,DELAYED,Shipper 55,Consignee 92
CGO-1454,942-73571918,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Pharmaceuticals,1743,9.15,18,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 35,Consignee 92
CGO-1455,950-40951220,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Pharmaceuticals,843,3.4,12,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 10,Consignee 2
CGO-1456,661-24205680,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,General,765,1.71,24,N,,,N,,ECONOMY,DELAYED,Shipper 94,Consignee 46
CGO-1457,569-47708445,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Dangerous Goods,1567,1.92,23,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 69,Consignee 83
CGO-1458,701-60015091,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,General,858,9.87,45,N,,,N,,STANDARD,DELAYED,Shipper 39,Consignee 48
CGO-1459,302-64044773,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Pharmaceuticals,827,6.66,16,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 69,Consignee 41
CGO-1460,629-53794441,FLT-1037,EY1678,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYK,CDG,AUH,Dangerous Goods,1566,2.5,43,N,,,Y,9.0,ECONOMY,DELAYED,Shipper 100,Consignee 95
CGO-1461,685-25725616,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,General,634,3.59,46,N,,,N,,EXPRESS,DELAYED,Shipper 52,Consignee 90
CGO-1462,597-55760211,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,General,336,5.4,14,N,,,N,,EXPRESS,DELAYED,Shipper 49,Consignee 70
CGO-1463,535-81263718,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Live Animals,323,6.17,50,N,,,N,,STANDARD,DELAYED,Shipper 6,Consignee 87
CGO-1464,474-71938248,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Dangerous Goods,1393,5.75,2,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 65,Consignee 50
CGO-1465,413-80221482,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Pharmaceuticals,1102,3.07,23,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 41,Consignee 30
CGO-1466,585-78528289,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Dangerous Goods,219,5.41,24,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 84,Consignee 34
CGO-1467,500-18315221,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Perishable,1460,1.76,34,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 55,Consignee 59
CGO-1468,605-38203812,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Dangerous Goods,1861,8.91,42,N,,,Y,3.0,STANDARD,DELAYED,Shipper 85,Consignee 11
CGO-1469,389-93330322,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Pharmaceuticals,1348,5.07,47,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 41,Consignee 71
CGO-1470,745-66581504,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,General,1205,7.5,35,N,,,N,,ECONOMY,DELAYED,Shipper 70,Consignee 80
CGO-1471,879-38500883,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Pharmaceuticals,1495,1.15,30,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 96,Consignee 94
CGO-1472,886-26985246,FLT-1038,EY463,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,A6-EYL,FRA,AUH,Pharmaceuticals,620,8.25,28,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 38,Consignee 11
CGO-1473,353-98373033,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Valuables,1365,4.93,23,N,,,N,,EXPRESS,DELAYED,Shipper 66,Consignee 56
CGO-1474,728-26449524,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Valuables,1739,3.69,19,N,,,N,,EXPRESS,DELAYED,Shipper 86,Consignee 52
CGO-1475,496-17556091,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Pharmaceuticals,289,7.68,30,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 52,Consignee 30
CGO-1476,617-81274096,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Live Animals,1139,9.57,18,N,,,N,,EXPRESS,DELAYED,Shipper 44,Consignee 58
CGO-1477,921-30261972,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Perishable,1858,3.21,25,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 96,Consignee 45
CGO-1478,309-76493427,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Live Animals,1722,2.56,32,N,,,N,,STANDARD,DELAYED,Shipper 25,Consignee 69
CGO-1479,868-28485702,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,General,233,5.98,18,N,,,N,,EXPRESS,DELAYED,Shipper 41,Consignee 64
CGO-1480,663-79054837,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Live Animals,1814,1.82,1,N,,,N,,EXPRESS,DELAYED,Shipper 1,Consignee 91
CGO-1481,155-26607748,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,General,1969,4.58,19,N,,,N,,STANDARD,DELAYED,Shipper 26,Consignee 50
CGO-1482,649-82333295,FLT-1039,EY8396,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYM,AUH,DOH,Valuables,479,0.96,14,N,,,N,,EXPRESS,DELAYED,Shipper 69,Consignee 69
CGO-1483,656-21842201,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Valuables,407,6.95,9,N,,,N,,EXPRESS,DELAYED,Shipper 19,Consignee 38
CGO-1484,311-63800866,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,General,1976,5.85,10,N,,,N,,ECONOMY,DELAYED,Shipper 96,Consignee 80
CGO-1485,356-86962983,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Perishable,1154,2.13,15,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 80,Consignee 29
CGO-1486,282-48683427,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Dangerous Goods,821,3.1,45,N,,,Y,9.0,STANDARD,DELAYED,Shipper 47,Consignee 48
CGO-1487,895-80377907,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Live Animals,1013,0.85,42,N,,,N,,STANDARD,DELAYED,Shipper 92,Consignee 62
CGO-1488,385-18959863,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,General,1618,8.2,7,N,,,N,,EXPRESS,DELAYED,Shipper 84,Consignee 79
CGO-1489,589-54236748,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Valuables,1504,8.96,2,N,,,N,,STANDARD,DELAYED,Shipper 35,Consignee 15
CGO-1490,103-11747030,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Pharmaceuticals,717,5.98,3,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 94,Consignee 97
CGO-1491,297-60049844,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Valuables,1575,7.1,50,N,,,N,,EXPRESS,DELAYED,Shipper 73,Consignee 98
CGO-1492,508-73771340,FLT-1040,EY4943,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYN,AUH,DOH,Perishable,167,4.76,39,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 24,Consignee 44
CGO-1493,763-94021568,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Perishable,418,8.26,50,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 88,Consignee 43
CGO-1494,654-97494961,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Pharmaceuticals,1198,4.58,23,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 85,Consignee 53
CGO-1495,262-59230221,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Valuables,507,0.89,21,N,,,N,,STANDARD,DELAYED,Shipper 95,Consignee 8
CGO-1496,339-97585479,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Dangerous Goods,138,1.21,44,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 69,Consignee 9
CGO-1497,731-71904420,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Valuables,943,2.84,39,N,,,N,,ECONOMY,DELAYED,Shipper 83,Consignee 17
CGO-1498,496-60843946,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Pharmaceuticals,1676,7.39,42,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 12,Consignee 95
CGO-1499,607-93369193,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Pharmaceuticals,948,0.76,3,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 4,Consignee 94
CGO-1500,751-96268049,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Valuables,1199,3.16,40,N,,,N,,STANDARD,DELAYED,Shipper 42,Consignee 28
CGO-1501,263-86679391,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,General,1392,3.26,30,N,,,N,,EXPRESS,DELAYED,Shipper 84,Consignee 66
CGO-1502,296-40034726,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Perishable,362,6.84,10,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 96,Consignee 21
CGO-1503,967-35147317,FLT-1041,EY912,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYA,JFK,AUH,Dangerous Goods,535,0.96,10,N,,,Y,3.0,EXPRESS,DELAYED,Shipper 39,Consignee 96
