booking_id,pnr,passenger_id,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,booking_date,booking_status,cabin_class,fare_basis,total_fare_usd,payment_status,is_disrupted,rebook_status,is_cancelled
BKG-2707,FVA111,PAX-2707,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-05,MODIFIED,First,YOWUS,6215,PAID,Y,PENDING,N
BKG-2708,VQS188,PAX-2708,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-04,CONFIRMED,First,JOWRT,4138,PAID,Y,,N
BKG-2709,YEH666,PAX-2709,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-10,MODIFIED,First,JOWRT,6043,PAID,Y,PENDING,N
BKG-2710,CSG775,PAX-2710,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-26,CONFIRMED,First,YOWUS,3859,PAID,Y,CONFIRMED,N
BKG-2711,XPN147,PAX-2711,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-11,MODIFIED,First,YOWUS,6370,PAID,Y,PENDING,N
BKG-2712,YNE535,PAX-2712,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-29,CONFIRMED,First,JOWRT,7612,PAID,Y,CONFIRMED,N
BKG-2713,EFJ382,PAX-2713,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-06,MODIFIED,Economy,JOWRT,3543,PAID,Y,PENDING,N
BKG-2714,YXE277,PAX-2714,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-26,CONFIRMED,Business,BOWRT,3889,PAID,Y,CONFIRMED,N
BKG-2715,WQP912,PAX-2715,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-19,CONFIRMED,First,FOWRT,6247,PAID,Y,WAITLIST,N
BKG-2716,DNM406,PAX-2716,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-25,CONFIRMED,Business,JOWRT,7966,PAID,Y,WAITLIST,N
BKG-2717,CUF849,PAX-2717,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-24,CONFIRMED,Business,JOWRT,2437,PAID,Y,CONFIRMED,N
BKG-2718,KVH687,PAX-2718,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-31,CONFIRMED,First,BOWRT,5195,PAID,Y,,N
BKG-2719,RMG907,PAX-2719,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-14,MODIFIED,Business,BOWRT,1520,PAID,Y,PENDING,N
BKG-2720,AHX249,PAX-2720,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-06,CONFIRMED,First,FOWRT,2806,PAID,Y,,N
BKG-2721,MWV136,PAX-2721,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-04,CONFIRMED,First,JOWRT,5223,PAID,Y,,N
BKG-2722,ZCY386,PAX-2722,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-02,MODIFIED,First,YOWUS,6180,PAID,Y,PENDING,N
BKG-2723,ZKU253,PAX-2723,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-03,CONFIRMED,Economy,BOWRT,2543,PAID,Y,,N
BKG-2724,EJX404,PAX-2724,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-01,MODIFIED,Economy,JOWRT,1747,PAID,Y,PENDING,N
BKG-2725,RFS973,PAX-2725,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-11,MODIFIED,First,BOWRT,1843,PAID,Y,PENDING,N
BKG-2726,HNY685,PAX-2726,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-03,CONFIRMED,Economy,YOWUS,2668,PAID,Y,WAITLIST,N
BKG-2727,KLG688,PAX-2727,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-19,MODIFIED,Business,BOWRT,2148,PAID,Y,PENDING,N
BKG-2728,JTK158,PAX-2728,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-29,CONFIRMED,Economy,FOWRT,2553,PAID,Y,CONFIRMED,N
BKG-2729,IIY910,PAX-2729,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-22,CONFIRMED,First,BOWRT,3612,PAID,Y,WAITLIST,N
BKG-2730,DPV770,PAX-2730,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-17,CONFIRMED,First,BOWRT,1630,PAID,Y,WAITLIST,N
BKG-2731,FFC220,PAX-2731,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-30,CONFIRMED,Business,YOWUS,7542,PAID,Y,,N
BKG-2732,FXA403,PAX-2732,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-26,CONFIRMED,First,BOWRT,6171,PAID,Y,WAITLIST,N
BKG-2733,BWO799,PAX-2733,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-05,MODIFIED,Economy,YOWUS,6392,PAID,Y,PENDING,N
BKG-2734,NTD913,PAX-2734,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-12,CONFIRMED,Economy,YOWUS,981,PAID,Y,,N
BKG-2735,RVU498,PAX-2735,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-13,CONFIRMED,First,BOWRT,3549,PAID,Y,WAITLIST,N
BKG-2736,HZH954,PAX-2736,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-27,CONFIRMED,Business,BOWRT,206,PAID,Y,WAITLIST,N
BKG-2737,NOR628,PAX-2737,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-07,CONFIRMED,Economy,YOWUS,6146,PAID,Y,WAITLIST,N
BKG-2738,MHB267,PAX-2738,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-11,CONFIRMED,Business,BOWRT,6992,PAID,Y,,N
BKG-2739,JGJ618,PAX-2739,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-06,CONFIRMED,Economy,YOWUS,570,PAID,Y,,N
BKG-2740,NXY960,PAX-2740,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-17,CONFIRMED,First,JOWRT,954,PAID,Y,,N
BKG-2741,KKB456,PAX-2741,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-08,CONFIRMED,First,BOWRT,3673,PAID,Y,,N
BKG-2742,NQK226,PAX-2742,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-25,CONFIRMED,First,YOWUS,2467,PAID,Y,WAITLIST,N
BKG-2743,CVI442,PAX-2743,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-09,CONFIRMED,Business,YOWUS,1345,PAID,Y,CONFIRMED,N
BKG-2744,GUB934,PAX-2744,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-29,CONFIRMED,First,BOWRT,6000,PAID,Y,,N
BKG-2745,TRS141,PAX-2745,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-01,CONFIRMED,First,JOWRT,5863,PAID,Y,,N
BKG-2746,KNI127,PAX-2746,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-22,CONFIRMED,Business,JOWRT,3864,PAID,Y,WAITLIST,N
BKG-2747,QBU928,PAX-2747,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-13,MODIFIED,Economy,JOWRT,6290,PAID,Y,PENDING,N
BKG-2748,GWF963,PAX-2748,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-28,CONFIRMED,Economy,FOWRT,3831,PAID,Y,CONFIRMED,N
BKG-2749,XEE477,PAX-2749,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-14,MODIFIED,Economy,YOWUS,307,PAID,Y,PENDING,N
BKG-2750,VIV901,PAX-2750,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-29,CONFIRMED,Business,YOWUS,7955,PAID,Y,,N
BKG-2751,XXN748,PAX-2751,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-24,CONFIRMED,First,YOWUS,3445,PAID,Y,WAITLIST,N
BKG-2752,DWT935,PAX-2752,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-26,CONFIRMED,Economy,JOWRT,3059,PAID,Y,,N
BKG-2753,ZBC947,PAX-2753,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-07,CONFIRMED,Economy,BOWRT,2315,PAID,Y,,N
BKG-2754,TTH197,PAX-2754,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-02,CONFIRMED,First,YOWUS,6688,PAID,Y,,N
BKG-2755,MGZ674,PAX-2755,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-09,CONFIRMED,Economy,JOWRT,6148,PAID,Y,WAITLIST,N
BKG-2756,ECL836,PAX-2756,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-21,CONFIRMED,First,YOWUS,7859,PAID,Y,,N
BKG-2757,WWZ757,PAX-2757,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-12,CONFIRMED,First,YOWUS,6622,PAID,Y,WAITLIST,N
BKG-2758,ZZU406,PAX-2758,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-25,CONFIRMED,First,YOWUS,3890,PAID,Y,WAITLIST,N
BKG-2759,RBG263,PAX-2759,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-19,CONFIRMED,Business,FOWRT,7229,PAID,Y,WAITLIST,N
BKG-2760,JSD483,PAX-2760,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-05,CONFIRMED,Business,FOWRT,5360,PAID,Y,CONFIRMED,N
BKG-2761,BEY316,PAX-2761,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-09,CONFIRMED,Economy,YOWUS,2888,PAID,Y,WAITLIST,N
BKG-2762,OGF425,PAX-2762,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-26,CONFIRMED,First,JOWRT,2572,PAID,Y,WAITLIST,N
BKG-2763,ADB596,PAX-2763,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-05,MODIFIED,Economy,YOWUS,7427,PAID,Y,PENDING,N
BKG-2764,OGI383,PAX-2764,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-30,CONFIRMED,First,JOWRT,5286,PAID,Y,,N
BKG-2765,DGA280,PAX-2765,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-01,CONFIRMED,Business,BOWRT,7575,PAID,Y,WAITLIST,N
BKG-2766,LND767,PAX-2766,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-27,CONFIRMED,First,JOWRT,485,PAID,Y,,N
BKG-2767,WZT885,PAX-2767,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-05,CONFIRMED,Economy,FOWRT,6934,PAID,Y,CONFIRMED,N
BKG-2768,QIM804,PAX-2768,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-31,CONFIRMED,Business,JOWRT,817,PAID,Y,,N
BKG-2769,PNT673,PAX-2769,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-09,CONFIRMED,Economy,BOWRT,3658,PAID,Y,CONFIRMED,N
BKG-2770,ELC248,PAX-2770,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-23,CONFIRMED,Economy,BOWRT,7079,PAID,Y,WAITLIST,N
BKG-2771,UZU711,PAX-2771,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-21,MODIFIED,Economy,BOWRT,2837,PAID,Y,PENDING,N
BKG-2772,WCT513,PAX-2772,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-18,CONFIRMED,Economy,YOWUS,7729,PAID,Y,WAITLIST,N
BKG-2773,VVT483,PAX-2773,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-15,CONFIRMED,Economy,BOWRT,6095,PAID,Y,,N
BKG-2774,IFR444,PAX-2774,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-25,MODIFIED,First,FOWRT,4725,PAID,Y,PENDING,N
BKG-2775,JLP279,PAX-2775,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-11,MODIFIED,First,YOWUS,4686,PAID,Y,PENDING,N
BKG-2776,JCD283,PAX-2776,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-02,CONFIRMED,First,FOWRT,2843,PAID,Y,CONFIRMED,N
BKG-2777,PNH778,PAX-2777,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-01,CONFIRMED,First,FOWRT,4676,PAID,Y,WAITLIST,N
BKG-2778,CHY101,PAX-2778,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-02,CONFIRMED,First,YOWUS,2491,PAID,Y,,N
BKG-2779,XDV731,PAX-2779,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-27,CONFIRMED,Economy,FOWRT,5640,PAID,Y,WAITLIST,N
BKG-2780,AKC984,PAX-2780,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2026-01-13,CONFIRMED,First,FOWRT,4261,PAID,Y,WAITLIST,N
BKG-2781,OCV328,PAX-2781,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-04,MODIFIED,First,YOWUS,5130,PAID,Y,PENDING,N
BKG-2782,UUY357,PAX-2782,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-09,CONFIRMED,Business,FOWRT,5378,PAID,Y,WAITLIST,N
BKG-2783,VKF972,PAX-2783,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-06,CONFIRMED,Economy,FOWRT,582,PAID,Y,WAITLIST,N
BKG-2784,HEZ185,PAX-2784,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-12,CONFIRMED,First,FOWRT,5288,PAID,Y,,N
BKG-2785,FRQ931,PAX-2785,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-15,MODIFIED,Business,FOWRT,4744,PAID,Y,PENDING,N
BKG-2786,FHL276,PAX-2786,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-08,CONFIRMED,Business,BOWRT,1693,PAID,Y,,N
BKG-2787,XPX742,PAX-2787,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-12,MODIFIED,First,FOWRT,7629,PAID,Y,PENDING,N
BKG-2788,ZKG721,PAX-2788,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-29,CONFIRMED,First,JOWRT,5408,PAID,Y,WAITLIST,N
BKG-2789,DFW696,PAX-2789,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-05,CONFIRMED,Business,YOWUS,4133,PAID,Y,,N
BKG-2790,NIP304,PAX-2790,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-28,MODIFIED,First,BOWRT,2781,PAID,Y,PENDING,N
BKG-2791,KIN298,PAX-2791,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-04,MODIFIED,Business,FOWRT,1992,PAID,Y,PENDING,N
BKG-2792,IXX999,PAX-2792,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-21,CONFIRMED,First,BOWRT,3262,PAID,Y,WAITLIST,N
BKG-2793,TFW954,PAX-2793,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-27,MODIFIED,First,FOWRT,1274,PAID,Y,PENDING,N
BKG-2794,IID170,PAX-2794,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-24,CONFIRMED,First,FOWRT,3883,PAID,Y,,N
BKG-2795,XKR981,PAX-2795,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-30,CONFIRMED,First,YOWUS,6628,PAID,Y,CONFIRMED,N
BKG-2796,THH667,PAX-2796,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-24,MODIFIED,First,FOWRT,3958,PAID,Y,PENDING,N
BKG-2797,GRA630,PAX-2797,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-17,CONFIRMED,First,JOWRT,4769,PAID,Y,CONFIRMED,N
BKG-2798,NVV648,PAX-2798,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-10-26,CONFIRMED,Economy,FOWRT,796,PAID,Y,,N
BKG-2799,XJY520,PAX-2799,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-11-29,MODIFIED,Economy,BOWRT,1098,PAID,Y,PENDING,N
BKG-2800,XKN926,PAX-2800,FLT-1018,EY12,2,London Fog + Multiple Aircraft AOG,A6-EYH,2025-12-05,CONFIRMED,Economy,YOWUS,7052,PAID,Y,WAITLIST,N
BKG-2801,QMT445,PAX-2801,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-01,CONFIRMED,Business,BOWRT,1789,PAID,Y,,N
BKG-2802,JPK308,PAX-2802,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-03,CONFIRMED,Economy,JOWRT,4258,PAID,Y,,N
BKG-2803,IOS200,PAX-2803,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-16,CONFIRMED,Economy,JOWRT,2808,PAID,Y,,N
BKG-2804,BEF832,PAX-2804,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-10-31,CONFIRMED,First,FOWRT,1479,PAID,Y,,N
BKG-2805,RLI868,PAX-2805,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-11,CONFIRMED,Economy,JOWRT,4881,PAID,Y,,N
BKG-2806,DND578,PAX-2806,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-04,CONFIRMED,Economy,BOWRT,4511,PAID,Y,,N
BKG-2807,HZJ167,PAX-2807,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-20,CONFIRMED,Economy,YOWUS,4492,PAID,Y,,N
BKG-2808,XYJ833,PAX-2808,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-30,CONFIRMED,First,BOWRT,489,PAID,Y,,N
BKG-2809,XNC663,PAX-2809,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-17,CONFIRMED,Economy,YOWUS,4051,PAID,Y,,N
BKG-2810,RXN922,PAX-2810,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-17,CONFIRMED,Economy,FOWRT,1277,PAID,Y,,N
BKG-2811,JKS260,PAX-2811,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-17,CONFIRMED,First,FOWRT,7443,PAID,Y,,N
BKG-2812,JBT616,PAX-2812,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-19,CONFIRMED,Economy,FOWRT,2907,PAID,Y,,N
BKG-2813,ICF642,PAX-2813,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-20,CONFIRMED,First,BOWRT,2693,PAID,Y,,N
BKG-2814,NKT857,PAX-2814,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-10,CONFIRMED,First,FOWRT,4357,PAID,Y,,N
BKG-2815,YHX347,PAX-2815,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-15,CONFIRMED,First,FOWRT,1692,PAID,Y,,N
BKG-2816,HOV670,PAX-2816,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-18,CONFIRMED,First,FOWRT,7857,PAID,Y,,N
BKG-2817,GIQ265,PAX-2817,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-12,CONFIRMED,Economy,BOWRT,906,PAID,Y,,N
BKG-2818,ZBH863,PAX-2818,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-15,CONFIRMED,Economy,FOWRT,3567,PAID,Y,,N
BKG-2819,RBL810,PAX-2819,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-25,CONFIRMED,Business,FOWRT,5211,PAID,Y,,N
BKG-2820,QSS129,PAX-2820,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-02,CONFIRMED,First,BOWRT,7323,PAID,Y,,N
BKG-2821,NLZ643,PAX-2821,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-25,CONFIRMED,Economy,YOWUS,3643,PAID,Y,,N
BKG-2822,TTU525,PAX-2822,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-29,CONFIRMED,First,BOWRT,5231,PAID,Y,,N
BKG-2823,VSI959,PAX-2823,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-10,CONFIRMED,Economy,JOWRT,5534,PAID,Y,,N
BKG-2824,SNZ906,PAX-2824,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-09,CONFIRMED,First,BOWRT,731,PAID,Y,,N
BKG-2825,VWX663,PAX-2825,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-13,CONFIRMED,Business,FOWRT,4489,PAID,Y,,N
BKG-2826,CAE879,PAX-2826,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-10,CONFIRMED,First,BOWRT,5513,PAID,Y,,N
BKG-2827,ITH637,PAX-2827,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-12,CONFIRMED,First,FOWRT,7411,PAID,Y,,N
BKG-2828,QMM794,PAX-2828,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-30,CONFIRMED,First,JOWRT,7632,PAID,Y,,N
BKG-2829,YDI405,PAX-2829,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-21,CONFIRMED,Economy,JOWRT,4079,PAID,Y,,N
BKG-2830,LLO126,PAX-2830,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-21,CONFIRMED,Economy,FOWRT,2171,PAID,Y,,N
BKG-2831,ZHA640,PAX-2831,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-02,CONFIRMED,Business,JOWRT,528,PAID,Y,,N
BKG-2832,UCI246,PAX-2832,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-09,CONFIRMED,First,JOWRT,7283,PAID,Y,,N
BKG-2833,PDX315,PAX-2833,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-24,CONFIRMED,Economy,YOWUS,5514,PAID,Y,,N
BKG-2834,KQL235,PAX-2834,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-01,CONFIRMED,Business,FOWRT,1609,PAID,Y,,N
BKG-2835,BLC421,PAX-2835,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-15,CONFIRMED,Business,YOWUS,4532,PAID,Y,,N
BKG-2836,LDG555,PAX-2836,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-10-26,CONFIRMED,Economy,FOWRT,4731,PAID,Y,,N
BKG-2837,LRK366,PAX-2837,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-24,CONFIRMED,Business,FOWRT,2747,PAID,Y,,N
BKG-2838,BJV860,PAX-2838,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-30,CONFIRMED,Business,JOWRT,4880,PAID,Y,,N
BKG-2839,PVH244,PAX-2839,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-29,CONFIRMED,Business,JOWRT,1487,PAID,Y,,N
BKG-2840,KPZ953,PAX-2840,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-03,CONFIRMED,Business,JOWRT,2481,PAID,Y,,N
BKG-2841,EDQ714,PAX-2841,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-18,CONFIRMED,Economy,BOWRT,6344,PAID,Y,,N
BKG-2842,CWN961,PAX-2842,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-12,CONFIRMED,Business,BOWRT,1268,PAID,Y,,N
BKG-2843,KPZ729,PAX-2843,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2026-01-11,CONFIRMED,First,FOWRT,4410,PAID,Y,,N
BKG-2844,GPP257,PAX-2844,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-10-25,CONFIRMED,Economy,FOWRT,5392,PAID,Y,,N
BKG-2845,VED533,PAX-2845,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-13,CONFIRMED,Business,FOWRT,4809,PAID,Y,,N
BKG-2846,UUS848,PAX-2846,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-03,CONFIRMED,Business,BOWRT,6601,PAID,Y,,N
BKG-2847,AUE336,PAX-2847,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-13,CONFIRMED,Business,JOWRT,5467,PAID,Y,,N
BKG-2848,RQW986,PAX-2848,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-12-05,CONFIRMED,Business,YOWUS,3354,PAID,Y,,N
BKG-2849,OXU331,PAX-2849,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-30,CONFIRMED,Business,JOWRT,1680,PAID,Y,,N
BKG-2850,QUB918,PAX-2850,FLT-1019,EY334,2,London Fog + Multiple Aircraft AOG,A6-EYI,2025-11-17,CONFIRMED,Economy,FOWRT,5405,PAID,Y,,N
