option_id,original_flight_id,original_flight_number,scenario_id,scenario_name,oal_airline,oal_flight_number,oal_departure,oal_arrival,origin,destination,available_seats_f,available_seats_j,available_seats_y,interline_cost_usd,booking_class,connection_time_min,is_recommended
OAL-FLT-1047-2,FLT-1047,EY8397,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SQ,BA516,2026-01-24T01:37:00Z,2026-01-24T09:37:00Z,AUH,MCT,3,10,37,725,B,106,N
OAL-FLT-1048-1,FLT-1048,EY4944,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,TK,SQ885,2026-01-23T09:42:00Z,2026-01-23T19:42:00Z,AUH,LHR,1,5,88,1885,H,163,Y
OAL-FLT-1048-2,FLT-1048,EY4944,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LH,TK819,2026-01-23T16:42:00Z,2026-01-24T04:42:00Z,AUH,AUH,1,4,10,831,Q,215,N
OAL-FLT-1048-3,FLT-1048,EY4944,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LH,QR760,2026-01-23T08:42:00Z,2026-01-23T15:42:00Z,AUH,MCT,3,5,28,1398,Q,225,N
OAL-FLT-1048-4,FLT-1048,EY4944,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,QR,AF401,2026-01-23T13:42:00Z,2026-01-24T03:42:00Z,AUH,DOH,4,12,100,275,B,180,N
OAL-FLT-1048-5,FLT-1048,EY4944,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AF,LH357,2026-01-23T11:42:00Z,2026-01-23T18:42:00Z,AUH,FRA,0,9,23,362,B,79,N
OAL-FLT-1049-1,FLT-1049,EY913,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BA,TK967,2026-01-23T20:09:00Z,2026-01-24T01:09:00Z,JFK,FRA,1,11,31,1215,Q,62,Y
OAL-FLT-1049-2,FLT-1049,EY913,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AF,TK426,2026-01-23T14:09:00Z,2026-01-24T01:09:00Z,JFK,SYD,4,3,55,915,B,207,N
OAL-FLT-1050-1,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AF,EK759,2026-01-23T12:01:00Z,2026-01-23T19:01:00Z,LHR,MCT,1,3,29,448,Y,212,Y
OAL-FLT-1050-2,FLT-1050,EY433,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SQ,EK529,2026-01-23T19:01:00Z,2026-01-24T04:01:00Z,LHR,AUH,1,5,92,1349,H,178,N
OAL-FLT-1051-1,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,QR,AF711,2026-01-23T20:51:00Z,2026-01-24T01:51:00Z,AUH,JED,2,10,97,1139,Q,101,Y
OAL-FLT-1051-2,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AF,LH399,2026-01-23T17:51:00Z,2026-01-24T01:51:00Z,AUH,JFK,0,6,91,1489,M,132,N
OAL-FLT-1051-3,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,TK,SQ938,2026-01-23T14:51:00Z,2026-01-23T22:51:00Z,AUH,SYD,2,9,53,1366,H,158,N
OAL-FLT-1051-4,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,TK,SQ142,2026-01-23T23:51:00Z,2026-01-24T09:51:00Z,AUH,SYD,3,3,50,779,Y,193,N
OAL-FLT-1051-5,FLT-1051,EY1203,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,QR,EK887,2026-01-23T23:51:00Z,2026-01-24T03:51:00Z,AUH,FRA,3,8,73,1825,Q,90,N
OAL-FLT-1052-1,FLT-1052,EY171,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AF,SQ937,2026-01-23T23:50:00Z,2026-01-24T06:50:00Z,AUH,CAI,3,11,23,884,Q,220,Y
OAL-FLT-1052-2,FLT-1052,EY171,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BA,EK232,2026-01-23T19:50:00Z,2026-01-24T02:50:00Z,AUH,MCT,1,9,86,1930,H,66,N
OAL-FLT-1052-3,FLT-1052,EY171,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,TK,EK216,2026-01-23T16:50:00Z,2026-01-23T20:50:00Z,AUH,CAI,0,0,53,1729,H,128,N
OAL-FLT-1053-1,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,AF,AF442,2026-01-24T11:46:00Z,2026-01-24T16:46:00Z,CAI,DEL,1,10,39,1398,B,96,Y
OAL-FLT-1053-2,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,QR306,2026-01-24T12:46:00Z,2026-01-24T18:46:00Z,CAI,DOH,4,9,66,999,B,204,N
OAL-FLT-1053-3,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,TK,QR595,2026-01-24T09:46:00Z,2026-01-24T23:46:00Z,CAI,DEL,1,0,98,442,H,86,N
OAL-FLT-1053-4,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,EK,LH667,2026-01-24T07:46:00Z,2026-01-24T17:46:00Z,CAI,CAI,2,10,60,776,H,61,N
OAL-FLT-1054-1,FLT-1054,EY3102,6,Multiple Aircraft AOG + Engine Failure Cascade,LH,SQ707,2026-01-24T20:12:00Z,2026-01-25T00:12:00Z,FCO,CAI,1,9,47,264,B,101,Y
OAL-FLT-1054-2,FLT-1054,EY3102,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,TK724,2026-01-24T13:12:00Z,2026-01-24T17:12:00Z,FCO,FRA,1,7,65,1168,M,142,N
OAL-FLT-1055-1,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,AF,TK252,2026-01-24T15:20:00Z,2026-01-24T20:20:00Z,DEL,FRA,3,3,68,387,B,231,Y
OAL-FLT-1055-2,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,AF,TK476,2026-01-24T15:20:00Z,2026-01-24T19:20:00Z,DEL,MCT,2,9,45,1878,H,114,N
OAL-FLT-1055-3,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,BA657,2026-01-24T17:20:00Z,2026-01-24T21:20:00Z,DEL,JFK,1,7,80,1236,B,87,N
OAL-FLT-1055-4,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,TK495,2026-01-24T11:20:00Z,2026-01-24T21:20:00Z,DEL,FRA,1,5,36,1390,Q,223,N
OAL-FLT-1055-5,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,SQ562,2026-01-24T14:20:00Z,2026-01-25T01:20:00Z,DEL,SIN,1,1,12,551,Q,212,N
OAL-FLT-1056-1,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,SQ864,2026-01-24T19:42:00Z,2026-01-25T00:42:00Z,AUH,LHR,2,7,73,982,Y,218,Y
OAL-FLT-1056-2,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,TK,TK593,2026-01-24T23:42:00Z,2026-01-25T10:42:00Z,AUH,DOH,1,4,50,600,B,74,N
OAL-FLT-1056-3,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,TK433,2026-01-24T17:42:00Z,2026-01-24T21:42:00Z,AUH,CAI,0,0,27,755,M,211,N
OAL-FLT-1056-4,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,TK127,2026-01-24T13:42:00Z,2026-01-24T21:42:00Z,AUH,CDG,2,7,21,335,Y,210,N
OAL-FLT-1057-1,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,QR,SQ393,2026-01-24T23:12:00Z,2026-01-25T11:12:00Z,AUH,DOH,2,2,42,1587,Y,76,Y
OAL-FLT-1057-2,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,LH838,2026-01-25T00:12:00Z,2026-01-25T10:12:00Z,AUH,FRA,1,4,80,217,B,197,N
OAL-FLT-1057-3,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,LH,EK557,2026-01-24T23:12:00Z,2026-01-25T08:12:00Z,AUH,FCO,4,7,20,285,Y,107,N
OAL-FLT-1057-4,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,LH,TK949,2026-01-24T19:12:00Z,2026-01-25T01:12:00Z,AUH,CAI,0,6,26,1001,Y,83,N
OAL-FLT-1057-5,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,QR,SQ646,2026-01-24T21:12:00Z,2026-01-25T11:12:00Z,AUH,MCT,4,5,55,455,H,211,N
OAL-FLT-1058-1,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,EK,EK666,2026-01-25T02:57:00Z,2026-01-25T07:57:00Z,AUH,SYD,1,8,72,1639,Y,85,Y
OAL-FLT-1058-2,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,TK111,2026-01-25T01:57:00Z,2026-01-25T04:57:00Z,AUH,LHR,2,6,71,1098,H,129,N
OAL-FLT-1058-3,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,LH,LH989,2026-01-25T03:57:00Z,2026-01-25T16:57:00Z,AUH,DEL,1,11,48,392,H,176,N
OAL-FLT-1059-1,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,BA,AF969,2026-01-24T22:53:00Z,2026-01-25T08:53:00Z,FCO,DOH,3,8,90,428,M,216,Y
OAL-FLT-1059-2,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,EK,LH139,2026-01-25T05:53:00Z,2026-01-25T19:53:00Z,FCO,AUH,4,9,91,1093,H,239,N
OAL-FLT-1059-3,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,SQ,BA437,2026-01-25T02:53:00Z,2026-01-25T16:53:00Z,FCO,FCO,4,4,53,1745,M,157,N
OAL-FLT-1061-1,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,QR,AF577,2026-01-25T18:52:00Z,2026-01-25T21:52:00Z,FCO,JED,3,11,44,891,Q,158,Y
OAL-FLT-1061-2,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,TK141,2026-01-25T14:52:00Z,2026-01-26T02:52:00Z,FCO,CAI,1,10,95,1231,Q,156,N
OAL-FLT-1061-3,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,TK439,2026-01-25T16:52:00Z,2026-01-25T22:52:00Z,FCO,BKK,4,11,80,1461,Q,132,N
OAL-FLT-1061-4,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,LH560,2026-01-25T14:52:00Z,2026-01-26T04:52:00Z,FCO,SIN,0,1,50,275,M,148,N
OAL-FLT-1061-5,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,SQ215,2026-01-25T08:52:00Z,2026-01-25T18:52:00Z,FCO,SYD,2,1,100,437,M,160,N
OAL-FLT-1062-1,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,TK609,2026-01-25T11:09:00Z,2026-01-25T15:09:00Z,AUH,MCT,0,11,67,761,H,183,Y
OAL-FLT-1062-2,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SQ,BA167,2026-01-25T15:09:00Z,2026-01-26T01:09:00Z,AUH,SIN,1,9,50,217,Y,101,N
OAL-FLT-1062-3,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LH,TK439,2026-01-25T19:09:00Z,2026-01-26T06:09:00Z,AUH,JED,0,10,73,1056,M,61,N
OAL-FLT-1062-4,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,SQ946,2026-01-25T09:09:00Z,2026-01-25T15:09:00Z,AUH,BKK,2,4,21,1987,M,217,N
OAL-FLT-1062-5,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,SQ914,2026-01-25T11:09:00Z,2026-01-25T22:09:00Z,AUH,CAI,3,2,98,1010,Y,172,N
OAL-FLT-1063-1,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,QR,BA309,2026-01-25T11:31:00Z,2026-01-25T18:31:00Z,SYD,JED,3,9,66,567,Y,161,Y
OAL-FLT-1063-2,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,TK284,2026-01-25T19:31:00Z,2026-01-26T06:31:00Z,SYD,SIN,0,12,91,937,H,135,N
OAL-FLT-1063-3,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,BA396,2026-01-25T11:31:00Z,2026-01-25T15:31:00Z,SYD,JED,2,1,32,701,Y,137,N
OAL-FLT-1063-4,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SQ,BA763,2026-01-25T16:31:00Z,2026-01-26T06:31:00Z,SYD,AUH,2,7,21,248,Q,141,N
OAL-FLT-1063-5,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,AF196,2026-01-25T13:31:00Z,2026-01-25T16:31:00Z,SYD,FRA,0,12,67,970,M,115,N
OAL-FLT-1064-1,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SQ,LH902,2026-01-25T19:49:00Z,2026-01-25T22:49:00Z,AUH,MCT,2,10,13,1542,H,136,Y
OAL-FLT-1064-2,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,EK,LH560,2026-01-25T21:49:00Z,2026-01-26T03:49:00Z,AUH,DOH,3,4,57,1702,Y,122,N
OAL-FLT-1065-1,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,QR759,2026-01-25T19:15:00Z,2026-01-26T00:15:00Z,DEL,DEL,0,3,44,1206,Y,144,Y
OAL-FLT-1065-2,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,TK315,2026-01-26T01:15:00Z,2026-01-26T14:15:00Z,DEL,JED,3,6,11,1273,Y,200,N
OAL-FLT-1066-1,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,QR,BA624,2026-01-25T23:35:00Z,2026-01-26T05:35:00Z,CDG,JFK,4,8,68,910,M,172,Y
OAL-FLT-1066-2,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,QR,SQ323,2026-01-25T22:35:00Z,2026-01-26T12:35:00Z,CDG,FRA,0,5,34,1638,H,112,N
OAL-FLT-1066-3,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,TK176,2026-01-25T19:35:00Z,2026-01-25T22:35:00Z,CDG,BKK,3,7,79,654,M,170,N
OAL-FLT-1066-4,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AF,QR671,2026-01-25T19:35:00Z,2026-01-26T05:35:00Z,CDG,MCT,4,10,76,466,M,166,N
OAL-FLT-1067-1,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,EK,QR404,2026-01-26T04:57:00Z,2026-01-26T08:57:00Z,AUH,FCO,0,1,28,1894,Y,63,Y
OAL-FLT-1067-2,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,LH166,2026-01-25T20:57:00Z,2026-01-26T05:57:00Z,AUH,LHR,1,8,90,1603,B,65,N
OAL-FLT-1067-3,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LH,SQ259,2026-01-26T03:57:00Z,2026-01-26T17:57:00Z,AUH,DOH,2,11,37,1290,Y,209,N
OAL-FLT-1068-1,FLT-1068,EY0740,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,LH350,2026-01-26T03:47:00Z,2026-01-26T06:47:00Z,AUH,CAI,0,12,27,228,Q,92,Y
OAL-FLT-1068-2,FLT-1068,EY0740,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,EK,TK591,2026-01-26T05:47:00Z,2026-01-26T08:47:00Z,AUH,FRA,4,5,89,850,H,152,N
OAL-FLT-1068-3,FLT-1068,EY0740,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LH,EK888,2026-01-26T05:47:00Z,2026-01-26T13:47:00Z,AUH,MCT,1,4,30,1732,H,205,N
OAL-FLT-1069-1,FLT-1069,EY433,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LH,AF742,2026-01-26T02:17:00Z,2026-01-26T07:17:00Z,LHR,SIN,3,12,33,1402,H,149,Y
OAL-FLT-1069-2,FLT-1069,EY433,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,SQ581,2026-01-26T03:17:00Z,2026-01-26T08:17:00Z,LHR,MCT,0,6,22,1877,M,152,N
OAL-FLT-1070-1,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,TK,AF226,2026-01-25T12:04:00Z,2026-01-25T15:04:00Z,AUH,JFK,0,2,76,834,B,149,Y
OAL-FLT-1070-2,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BA,AF899,2026-01-25T18:04:00Z,2026-01-26T03:04:00Z,AUH,FCO,3,5,65,1252,B,85,N
OAL-FLT-1070-3,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,QR,TK306,2026-01-25T18:04:00Z,2026-01-25T23:04:00Z,AUH,FCO,4,12,22,505,Q,209,N
OAL-FLT-1070-4,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,EK,LH681,2026-01-25T16:04:00Z,2026-01-26T00:04:00Z,AUH,FCO,0,5,80,1355,M,175,N
OAL-FLT-1071-1,FLT-1071,EY8086,8,Runway Closure + Airspace Flow Rate Restrictions,EK,QR659,2026-01-27T17:30:00Z,2026-01-28T01:30:00Z,FCO,CAI,2,1,69,1634,B,143,Y
OAL-FLT-1071-2,FLT-1071,EY8086,8,Runway Closure + Airspace Flow Rate Restrictions,AF,LH245,2026-01-27T08:30:00Z,2026-01-27T16:30:00Z,FCO,FCO,2,4,15,407,Q,235,N
OAL-FLT-1071-3,FLT-1071,EY8086,8,Runway Closure + Airspace Flow Rate Restrictions,TK,LH545,2026-01-27T14:30:00Z,2026-01-27T21:30:00Z,FCO,FCO,2,6,30,1124,H,95,N
OAL-FLT-1071-4,FLT-1071,EY8086,8,Runway Closure + Airspace Flow Rate Restrictions,QR,EK708,2026-01-27T16:30:00Z,2026-01-27T20:30:00Z,FCO,FCO,4,2,13,263,M,205,N
OAL-FLT-1073-1,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,TK,EK794,2026-01-27T19:17:00Z,2026-01-28T01:17:00Z,AUH,CDG,4,3,67,1169,B,149,Y
OAL-FLT-1073-2,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,TK,AF289,2026-01-27T14:17:00Z,2026-01-28T00:17:00Z,AUH,DOH,2,0,44,525,Y,85,N
OAL-FLT-1073-3,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,SQ,SQ605,2026-01-27T20:17:00Z,2026-01-28T10:17:00Z,AUH,DEL,3,0,23,684,H,215,N
OAL-FLT-1074-1,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,EK,EK183,2026-01-27T20:43:00Z,2026-01-28T02:43:00Z,AUH,SYD,2,2,57,1225,Y,168,Y
OAL-FLT-1074-2,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,TK,BA785,2026-01-27T14:43:00Z,2026-01-28T03:43:00Z,AUH,CAI,2,4,27,1807,B,137,N
OAL-FLT-1074-3,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,EK,QR334,2026-01-27T13:43:00Z,2026-01-27T19:43:00Z,AUH,MCT,0,3,88,859,Y,97,N
OAL-FLT-1074-4,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,AF,SQ338,2026-01-27T20:43:00Z,2026-01-28T07:43:00Z,AUH,AUH,4,6,85,326,Q,60,N
OAL-FLT-1076-1,FLT-1076,EY8184,8,Runway Closure + Airspace Flow Rate Restrictions,AF,SQ114,2026-01-27T22:11:00Z,2026-01-28T11:11:00Z,LHR,BKK,4,5,90,858,M,192,Y
OAL-FLT-1076-2,FLT-1076,EY8184,8,Runway Closure + Airspace Flow Rate Restrictions,BA,AF699,2026-01-27T19:11:00Z,2026-01-28T04:11:00Z,LHR,FCO,4,6,62,770,M,114,N
OAL-FLT-1077-1,FLT-1077,EY912,8,Runway Closure + Airspace Flow Rate Restrictions,TK,EK335,2026-01-27T20:20:00Z,2026-01-28T10:20:00Z,AUH,CDG,4,7,30,450,Q,212,Y
OAL-FLT-1077-2,FLT-1077,EY912,8,Runway Closure + Airspace Flow Rate Restrictions,EK,QR866,2026-01-28T03:20:00Z,2026-01-28T14:20:00Z,AUH,AUH,4,11,57,1255,H,170,N
OAL-FLT-1077-3,FLT-1077,EY912,8,Runway Closure + Airspace Flow Rate Restrictions,SQ,QR182,2026-01-27T20:20:00Z,2026-01-28T06:20:00Z,AUH,DOH,1,10,45,1279,H,115,N
OAL-FLT-1078-1,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,TK,EK895,2026-01-28T06:16:00Z,2026-01-28T14:16:00Z,SYD,JFK,3,12,30,988,Q,165,Y
OAL-FLT-1078-2,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,QR,SQ662,2026-01-28T05:16:00Z,2026-01-28T12:16:00Z,SYD,FRA,4,5,92,722,Y,179,N
OAL-FLT-1078-3,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,BA,EK968,2026-01-28T06:16:00Z,2026-01-28T18:16:00Z,SYD,AUH,0,3,27,426,H,101,N
OAL-FLT-1078-4,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,EK,LH828,2026-01-28T01:16:00Z,2026-01-28T06:16:00Z,SYD,DEL,3,12,74,1893,M,198,N
OAL-FLT-1080-1,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,QR,TK890,2026-01-27T11:15:00Z,2026-01-27T15:15:00Z,AUH,DEL,3,0,30,1960,Y,222,Y
OAL-FLT-1080-2,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,LH,LH816,2026-01-27T14:15:00Z,2026-01-27T23:15:00Z,AUH,LHR,0,6,11,1022,H,168,N
OAL-FLT-1080-3,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,AF,SQ997,2026-01-27T09:15:00Z,2026-01-27T22:15:00Z,AUH,DOH,0,7,14,1173,B,182,N
OAL-FLT-1080-4,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,QR,SQ446,2026-01-27T14:15:00Z,2026-01-28T02:15:00Z,AUH,AUH,1,9,28,861,M,154,N
OAL-FLT-1080-5,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,SQ,BA132,2026-01-27T13:15:00Z,2026-01-27T22:15:00Z,AUH,DEL,3,4,31,1960,Y,146,N
OAL-FLT-1083-1,FLT-1083,EY913,8,Runway Closure + Airspace Flow Rate Restrictions,LH,BA326,2026-01-27T14:58:00Z,2026-01-27T20:58:00Z,JFK,DEL,1,1,71,629,M,235,Y
OAL-FLT-1083-2,FLT-1083,EY913,8,Runway Closure + Airspace Flow Rate Restrictions,AF,LH932,2026-01-27T18:58:00Z,2026-01-28T08:58:00Z,JFK,AUH,0,7,22,1124,Y,147,N
OAL-FLT-1084-1,FLT-1084,EY433,8,Runway Closure + Airspace Flow Rate Restrictions,QR,TK971,2026-01-27T17:44:00Z,2026-01-28T03:44:00Z,LHR,LHR,0,2,36,1566,H,104,Y
OAL-FLT-1084-2,FLT-1084,EY433,8,Runway Closure + Airspace Flow Rate Restrictions,EK,EK677,2026-01-27T19:44:00Z,2026-01-28T05:44:00Z,LHR,CDG,3,2,53,454,B,114,N
OAL-FLT-1085-1,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,QR,TK684,2026-01-28T18:46:00Z,2026-01-28T21:46:00Z,FCO,JFK,3,10,49,339,B,238,Y
OAL-FLT-1085-2,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,AF,AF439,2026-01-28T17:46:00Z,2026-01-28T21:46:00Z,FCO,CAI,0,12,46,1012,H,192,N
OAL-FLT-1085-3,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,TK,TK387,2026-01-28T16:46:00Z,2026-01-28T22:46:00Z,FCO,LHR,0,10,31,1522,Y,116,N
OAL-FLT-1086-1,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,TK,BA533,2026-01-28T12:49:00Z,2026-01-28T16:49:00Z,LHR,LHR,0,2,12,653,Q,157,Y
OAL-FLT-1086-2,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,BA,LH611,2026-01-28T15:49:00Z,2026-01-28T23:49:00Z,LHR,JFK,0,6,18,1582,H,100,N
OAL-FLT-1086-3,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,SQ,BA924,2026-01-28T12:49:00Z,2026-01-28T22:49:00Z,LHR,FRA,1,1,44,457,B,231,N
OAL-FLT-1086-4,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,EK,SQ822,2026-01-28T19:49:00Z,2026-01-29T00:49:00Z,LHR,AUH,2,11,57,1278,B,133,N
OAL-FLT-1087-1,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,TK,TK494,2026-01-28T19:53:00Z,2026-01-28T23:53:00Z,JFK,DOH,1,11,13,1816,B,232,Y
OAL-FLT-1087-2,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,TK,AF108,2026-01-28T11:53:00Z,2026-01-29T00:53:00Z,JFK,DEL,2,8,44,1734,Y,208,N
OAL-FLT-1087-3,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,AF,LH678,2026-01-28T19:53:00Z,2026-01-28T22:53:00Z,JFK,LHR,0,4,16,1468,B,224,N
OAL-FLT-1087-4,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,LH,QR249,2026-01-28T15:53:00Z,2026-01-29T02:53:00Z,JFK,SYD,3,7,42,1801,M,105,N
OAL-FLT-1088-1,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,AF,TK876,2026-01-28T23:36:00Z,2026-01-29T10:36:00Z,CDG,SYD,4,6,15,1390,M,220,Y
OAL-FLT-1088-2,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,QR,AF246,2026-01-29T00:36:00Z,2026-01-29T09:36:00Z,CDG,DOH,3,11,16,287,B,210,N
OAL-FLT-1088-3,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,TK,QR879,2026-01-28T22:36:00Z,2026-01-29T01:36:00Z,CDG,JED,1,3,37,1672,H,92,N
OAL-FLT-1089-1,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,EK,SQ741,2026-01-28T21:54:00Z,2026-01-29T02:54:00Z,DEL,DOH,0,1,33,1238,H,105,Y
