mct_id,scenario_id,scenario_name,airport_code,airport_name,connection_type,standard_mct_min,premium_mct_min,wheelchair_mct_min,is_same_terminal
MCT-4-SYD-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,SYD,Sydney Kingsford Smith,DOM-DOM,120,68,132,N
MCT-4-SYD-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,SYD,Sydney Kingsford Smith,DOM-INT,86,56,137,N
MCT-4-SYD-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,SYD,Sydney Kingsford Smith,INT-DOM,49,89,93,Y
MCT-4-SYD-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,SYD,Sydney Kingsford Smith,INT-INT,46,73,97,Y
MCT-4-CAI-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,CAI,Cairo International,DOM-DOM,117,65,100,Y
MCT-4-CAI-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,CAI,Cairo International,DOM-INT,99,56,132,N
MCT-4-CAI-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,CAI,Cairo International,INT-DOM,112,61,63,Y
MCT-4-CAI-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,CAI,Cairo International,INT-INT,70,75,62,N
MCT-4-FCO-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,FCO,Fiumicino,DOM-DOM,76,70,99,Y
MCT-4-FCO-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,FCO,Fiumicino,DOM-INT,78,48,139,N
MCT-4-FCO-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,FCO,Fiumicino,INT-DOM,108,43,103,N
MCT-4-FCO-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,FCO,Fiumicino,INT-INT,120,34,110,Y
MCT-4-DOH-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,DOH,Hamad International,DOM-DOM,73,40,134,Y
MCT-4-DOH-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,DOH,Hamad International,DOM-INT,62,86,61,N
MCT-4-DOH-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,DOH,Hamad International,INT-DOM,94,85,61,Y
MCT-4-DOH-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,DOH,Hamad International,INT-INT,107,80,94,N
MCT-4-MCT-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,MCT,Muscat International,DOM-DOM,63,53,108,N
MCT-4-MCT-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,MCT,Muscat International,DOM-INT,104,70,105,Y
MCT-4-MCT-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,MCT,Muscat International,INT-DOM,118,47,62,N
MCT-4-MCT-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,MCT,Muscat International,INT-INT,61,43,134,Y
MCT-4-JED-DOM-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,JED,King Abdulaziz,DOM-DOM,98,66,124,Y
MCT-4-JED-DOM-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,JED,King Abdulaziz,DOM-INT,97,40,106,Y
MCT-4-JED-INT-DOM,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,JED,King Abdulaziz,INT-DOM,67,79,124,Y
MCT-4-JED-INT-INT,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,JED,King Abdulaziz,INT-INT,68,50,75,N
MCT-5-AUH-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AUH,Abu Dhabi International,DOM-DOM,65,46,87,N
MCT-5-AUH-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AUH,Abu Dhabi International,DOM-INT,89,33,92,Y
MCT-5-AUH-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AUH,Abu Dhabi International,INT-DOM,66,51,123,Y
MCT-5-AUH-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,AUH,Abu Dhabi International,INT-INT,66,57,74,Y
MCT-5-BKK-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BKK,Suvarnabhumi,DOM-DOM,77,52,82,Y
MCT-5-BKK-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BKK,Suvarnabhumi,DOM-INT,111,76,74,Y
MCT-5-BKK-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BKK,Suvarnabhumi,INT-DOM,105,56,116,Y
MCT-5-BKK-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,BKK,Suvarnabhumi,INT-INT,96,80,135,N
MCT-5-LHR-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LHR,Heathrow,DOM-DOM,119,44,125,Y
MCT-5-LHR-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LHR,Heathrow,DOM-INT,94,53,80,N
MCT-5-LHR-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LHR,Heathrow,INT-DOM,70,66,130,N
MCT-5-LHR-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,LHR,Heathrow,INT-INT,66,50,64,Y
MCT-5-SIN-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SIN,Changi,DOM-DOM,53,87,81,N
MCT-5-SIN-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SIN,Changi,DOM-INT,79,62,149,Y
MCT-5-SIN-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SIN,Changi,INT-DOM,73,41,119,Y
MCT-5-SIN-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SIN,Changi,INT-INT,68,39,69,Y
MCT-5-CDG-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CDG,Charles de Gaulle,DOM-DOM,114,61,118,Y
MCT-5-CDG-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CDG,Charles de Gaulle,DOM-INT,52,39,148,Y
MCT-5-CDG-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CDG,Charles de Gaulle,INT-DOM,75,68,96,Y
MCT-5-CDG-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CDG,Charles de Gaulle,INT-INT,86,39,77,Y
MCT-5-FRA-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FRA,Frankfurt,DOM-DOM,51,32,131,N
MCT-5-FRA-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FRA,Frankfurt,DOM-INT,70,54,134,Y
MCT-5-FRA-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FRA,Frankfurt,INT-DOM,76,46,61,N
MCT-5-FRA-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FRA,Frankfurt,INT-INT,120,52,137,Y
MCT-5-JFK-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JFK,John F Kennedy,DOM-DOM,60,67,133,Y
MCT-5-JFK-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JFK,John F Kennedy,DOM-INT,85,54,112,Y
MCT-5-JFK-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JFK,John F Kennedy,INT-DOM,115,79,116,Y
MCT-5-JFK-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JFK,John F Kennedy,INT-INT,65,69,116,N
MCT-5-DEL-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DEL,Indira Gandhi,DOM-DOM,52,47,78,Y
MCT-5-DEL-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DEL,Indira Gandhi,DOM-INT,59,73,86,Y
MCT-5-DEL-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DEL,Indira Gandhi,INT-DOM,66,73,65,N
MCT-5-DEL-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DEL,Indira Gandhi,INT-INT,77,55,73,N
MCT-5-SYD-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SYD,Sydney Kingsford Smith,DOM-DOM,90,48,113,Y
MCT-5-SYD-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SYD,Sydney Kingsford Smith,DOM-INT,88,76,103,N
MCT-5-SYD-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SYD,Sydney Kingsford Smith,INT-DOM,74,46,141,N
MCT-5-SYD-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,SYD,Sydney Kingsford Smith,INT-INT,57,61,133,Y
MCT-5-CAI-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CAI,Cairo International,DOM-DOM,76,77,85,N
MCT-5-CAI-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CAI,Cairo International,DOM-INT,74,36,119,Y
MCT-5-CAI-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CAI,Cairo International,INT-DOM,45,74,61,N
MCT-5-CAI-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,CAI,Cairo International,INT-INT,100,69,129,N
MCT-5-FCO-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FCO,Fiumicino,DOM-DOM,90,63,115,N
MCT-5-FCO-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FCO,Fiumicino,DOM-INT,99,58,82,N
MCT-5-FCO-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FCO,Fiumicino,INT-DOM,115,58,100,Y
MCT-5-FCO-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,FCO,Fiumicino,INT-INT,107,69,147,N
MCT-5-DOH-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DOH,Hamad International,DOM-DOM,57,33,144,Y
MCT-5-DOH-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DOH,Hamad International,DOM-INT,103,39,136,N
MCT-5-DOH-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DOH,Hamad International,INT-DOM,75,87,86,N
MCT-5-DOH-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,DOH,Hamad International,INT-INT,113,38,101,Y
MCT-5-MCT-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,MCT,Muscat International,DOM-DOM,86,65,138,Y
MCT-5-MCT-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,MCT,Muscat International,DOM-INT,70,85,104,N
MCT-5-MCT-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,MCT,Muscat International,INT-DOM,69,68,68,N
MCT-5-MCT-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,MCT,Muscat International,INT-INT,120,34,72,Y
MCT-5-JED-DOM-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JED,King Abdulaziz,DOM-DOM,97,76,121,N
MCT-5-JED-DOM-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JED,King Abdulaziz,DOM-INT,62,55,95,N
MCT-5-JED-INT-DOM,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JED,King Abdulaziz,INT-DOM,91,59,60,Y
MCT-5-JED-INT-INT,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,JED,King Abdulaziz,INT-INT,100,40,101,N
MCT-6-AUH-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,AUH,Abu Dhabi International,DOM-DOM,113,60,127,Y
MCT-6-AUH-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,AUH,Abu Dhabi International,DOM-INT,101,40,140,Y
MCT-6-AUH-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,AUH,Abu Dhabi International,INT-DOM,112,72,96,N
MCT-6-AUH-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,AUH,Abu Dhabi International,INT-INT,81,84,64,Y
MCT-6-BKK-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,BKK,Suvarnabhumi,DOM-DOM,77,37,80,Y
MCT-6-BKK-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,BKK,Suvarnabhumi,DOM-INT,102,69,119,N
MCT-6-BKK-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,BKK,Suvarnabhumi,INT-DOM,65,77,115,N
MCT-6-BKK-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,BKK,Suvarnabhumi,INT-INT,56,56,125,Y
MCT-6-LHR-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,LHR,Heathrow,DOM-DOM,105,51,149,N
MCT-6-LHR-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,LHR,Heathrow,DOM-INT,51,31,114,Y
MCT-6-LHR-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,LHR,Heathrow,INT-DOM,65,50,134,Y
MCT-6-LHR-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,LHR,Heathrow,INT-INT,77,89,105,N
MCT-6-SIN-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,SIN,Changi,DOM-DOM,117,35,112,Y
MCT-6-SIN-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,SIN,Changi,DOM-INT,104,32,77,N
MCT-6-SIN-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,SIN,Changi,INT-DOM,59,33,60,N
MCT-6-SIN-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,SIN,Changi,INT-INT,105,42,114,Y
MCT-6-CDG-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,CDG,Charles de Gaulle,DOM-DOM,116,87,144,Y
MCT-6-CDG-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,CDG,Charles de Gaulle,DOM-INT,93,72,68,Y
MCT-6-CDG-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,CDG,Charles de Gaulle,INT-DOM,106,87,140,N
MCT-6-CDG-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,CDG,Charles de Gaulle,INT-INT,93,67,130,Y
MCT-6-FRA-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,FRA,Frankfurt,DOM-DOM,60,82,64,N
MCT-6-FRA-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,FRA,Frankfurt,DOM-INT,83,62,113,N
MCT-6-FRA-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,FRA,Frankfurt,INT-DOM,66,71,99,N
MCT-6-FRA-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,FRA,Frankfurt,INT-INT,61,77,64,Y
MCT-6-JFK-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,JFK,John F Kennedy,DOM-DOM,105,67,102,Y
MCT-6-JFK-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,JFK,John F Kennedy,DOM-INT,89,62,131,Y
MCT-6-JFK-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,JFK,John F Kennedy,INT-DOM,82,47,131,N
MCT-6-JFK-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,JFK,John F Kennedy,INT-INT,57,64,70,Y
MCT-6-DEL-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,DEL,Indira Gandhi,DOM-DOM,93,54,89,N
MCT-6-DEL-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,DEL,Indira Gandhi,DOM-INT,108,87,142,N
MCT-6-DEL-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,DEL,Indira Gandhi,INT-DOM,62,67,101,N
MCT-6-DEL-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,DEL,Indira Gandhi,INT-INT,115,68,96,Y
MCT-6-SYD-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,SYD,Sydney Kingsford Smith,DOM-DOM,91,65,110,N
MCT-6-SYD-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,SYD,Sydney Kingsford Smith,DOM-INT,120,67,64,Y
MCT-6-SYD-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,SYD,Sydney Kingsford Smith,INT-DOM,56,68,137,N
MCT-6-SYD-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,SYD,Sydney Kingsford Smith,INT-INT,60,35,106,N
MCT-6-CAI-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,CAI,Cairo International,DOM-DOM,69,82,137,N
MCT-6-CAI-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,CAI,Cairo International,DOM-INT,95,55,144,Y
MCT-6-CAI-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,CAI,Cairo International,INT-DOM,76,43,106,N
MCT-6-CAI-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,CAI,Cairo International,INT-INT,90,46,88,Y
MCT-6-FCO-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,FCO,Fiumicino,DOM-DOM,76,32,80,Y
MCT-6-FCO-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,FCO,Fiumicino,DOM-INT,58,85,109,N
MCT-6-FCO-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,FCO,Fiumicino,INT-DOM,72,38,146,Y
MCT-6-FCO-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,FCO,Fiumicino,INT-INT,85,70,106,Y
MCT-6-DOH-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,DOH,Hamad International,DOM-DOM,60,68,78,N
MCT-6-DOH-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,DOH,Hamad International,DOM-INT,81,85,62,N
MCT-6-DOH-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,DOH,Hamad International,INT-DOM,92,90,136,Y
MCT-6-DOH-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,DOH,Hamad International,INT-INT,67,31,99,N
MCT-6-MCT-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,MCT,Muscat International,DOM-DOM,69,68,85,N
MCT-6-MCT-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,MCT,Muscat International,DOM-INT,98,72,87,Y
MCT-6-MCT-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,MCT,Muscat International,INT-DOM,76,47,115,Y
MCT-6-MCT-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,MCT,Muscat International,INT-INT,81,33,133,Y
MCT-6-JED-DOM-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,JED,King Abdulaziz,DOM-DOM,64,86,140,Y
MCT-6-JED-DOM-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,JED,King Abdulaziz,DOM-INT,86,71,114,N
MCT-6-JED-INT-DOM,6,Multiple Aircraft AOG + Engine Failure Cascade,JED,King Abdulaziz,INT-DOM,69,84,72,Y
MCT-6-JED-INT-INT,6,Multiple Aircraft AOG + Engine Failure Cascade,JED,King Abdulaziz,INT-INT,87,32,142,Y
MCT-7-AUH-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AUH,Abu Dhabi International,DOM-DOM,45,64,129,N
MCT-7-AUH-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AUH,Abu Dhabi International,DOM-INT,114,39,83,Y
MCT-7-AUH-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AUH,Abu Dhabi International,INT-DOM,51,90,85,Y
MCT-7-AUH-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,AUH,Abu Dhabi International,INT-INT,88,45,106,Y
MCT-7-BKK-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BKK,Suvarnabhumi,DOM-DOM,98,53,62,N
MCT-7-BKK-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BKK,Suvarnabhumi,DOM-INT,78,89,122,Y
MCT-7-BKK-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BKK,Suvarnabhumi,INT-DOM,68,90,148,N
MCT-7-BKK-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,BKK,Suvarnabhumi,INT-INT,61,44,78,N
MCT-7-LHR-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LHR,Heathrow,DOM-DOM,69,85,135,Y
MCT-7-LHR-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LHR,Heathrow,DOM-INT,55,31,98,N
MCT-7-LHR-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LHR,Heathrow,INT-DOM,76,42,98,Y
MCT-7-LHR-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,LHR,Heathrow,INT-INT,109,43,110,N
MCT-7-SIN-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SIN,Changi,DOM-DOM,115,38,84,Y
MCT-7-SIN-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SIN,Changi,DOM-INT,51,67,89,Y
MCT-7-SIN-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SIN,Changi,INT-DOM,81,38,94,N
MCT-7-SIN-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SIN,Changi,INT-INT,78,78,127,Y
MCT-7-CDG-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CDG,Charles de Gaulle,DOM-DOM,49,35,127,Y
MCT-7-CDG-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CDG,Charles de Gaulle,DOM-INT,65,78,81,N
MCT-7-CDG-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CDG,Charles de Gaulle,INT-DOM,110,64,70,N
MCT-7-CDG-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CDG,Charles de Gaulle,INT-INT,88,39,144,Y
MCT-7-FRA-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FRA,Frankfurt,DOM-DOM,75,55,112,N
MCT-7-FRA-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FRA,Frankfurt,DOM-INT,54,87,72,N
MCT-7-FRA-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FRA,Frankfurt,INT-DOM,81,44,110,N
MCT-7-FRA-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FRA,Frankfurt,INT-INT,83,68,78,Y
MCT-7-JFK-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JFK,John F Kennedy,DOM-DOM,94,62,130,Y
MCT-7-JFK-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JFK,John F Kennedy,DOM-INT,83,36,91,Y
MCT-7-JFK-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JFK,John F Kennedy,INT-DOM,92,83,81,N
MCT-7-JFK-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,JFK,John F Kennedy,INT-INT,110,62,87,Y
MCT-7-DEL-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DEL,Indira Gandhi,DOM-DOM,86,49,139,N
MCT-7-DEL-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DEL,Indira Gandhi,DOM-INT,78,84,62,Y
MCT-7-DEL-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DEL,Indira Gandhi,INT-DOM,100,69,88,Y
MCT-7-DEL-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DEL,Indira Gandhi,INT-INT,55,58,108,N
MCT-7-SYD-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SYD,Sydney Kingsford Smith,DOM-DOM,82,61,107,Y
MCT-7-SYD-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SYD,Sydney Kingsford Smith,DOM-INT,66,56,132,N
MCT-7-SYD-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SYD,Sydney Kingsford Smith,INT-DOM,72,40,95,Y
MCT-7-SYD-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,SYD,Sydney Kingsford Smith,INT-INT,88,70,74,Y
MCT-7-CAI-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CAI,Cairo International,DOM-DOM,84,57,80,Y
MCT-7-CAI-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CAI,Cairo International,DOM-INT,94,54,119,Y
MCT-7-CAI-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CAI,Cairo International,INT-DOM,68,81,142,N
MCT-7-CAI-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,CAI,Cairo International,INT-INT,71,51,128,Y
MCT-7-FCO-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FCO,Fiumicino,DOM-DOM,107,76,80,Y
MCT-7-FCO-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FCO,Fiumicino,DOM-INT,52,63,147,N
MCT-7-FCO-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FCO,Fiumicino,INT-DOM,78,67,136,N
MCT-7-FCO-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,FCO,Fiumicino,INT-INT,76,55,80,Y
MCT-7-DOH-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DOH,Hamad International,DOM-DOM,84,89,92,Y
MCT-7-DOH-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DOH,Hamad International,DOM-INT,61,42,132,Y
MCT-7-DOH-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DOH,Hamad International,INT-DOM,81,88,138,N
MCT-7-DOH-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,DOH,Hamad International,INT-INT,47,40,109,Y
MCT-7-MCT-DOM-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,MCT,Muscat International,DOM-DOM,87,42,101,Y
MCT-7-MCT-DOM-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,MCT,Muscat International,DOM-INT,96,83,65,Y
MCT-7-MCT-INT-DOM,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,MCT,Muscat International,INT-DOM,82,52,71,Y
MCT-7-MCT-INT-INT,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,MCT,Muscat International,INT-INT,115,84,71,Y
