slot_id,scenario_id,scenario_name,airport_code,airport_name,slot_time,slot_type,total_slots,used_slots,available_slots,is_congested,slot_restriction
SLT-2-JED-19,2,London Fog + Multiple Aircraft AOG,JED,King Abdulaziz,2026-01-20T19:00:00Z,DEPARTURE,37,30,9,Y,NOISE
SLT-2-JED-20,2,London Fog + Multiple Aircraft AOG,JED,King Abdulaziz,2026-01-20T20:00:00Z,ARRIVAL,37,22,4,N,NONE
SLT-2-JED-21,2,London Fog + Multiple Aircraft AOG,JED,King Abdulaziz,2026-01-20T21:00:00Z,DEPARTURE,28,18,3,N,WEATHER
SLT-2-JED-22,2,London Fog + Multiple Aircraft AOG,JED,King Abdulaziz,2026-01-20T22:00:00Z,DEPARTURE,26,26,7,N,CAPACITY
SLT-2-JED-23,2,London Fog + Multiple Aircraft AOG,JED,King Abdulaziz,2026-01-20T23:00:00Z,DEPARTURE,29,15,5,Y,NONE
SLT-3-AUH-06,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T06:00:00Z,DEPARTURE,35,36,6,N,WEATHER
SLT-3-AUH-07,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T07:00:00Z,DEPARTURE,34,17,10,N,NONE
SLT-3-AUH-08,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T08:00:00Z,DEPARTURE,41,37,9,Y,NONE
SLT-3-AUH-09,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T09:00:00Z,ARRIVAL,46,16,9,Y,NONE
SLT-3-AUH-10,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T10:00:00Z,DEPARTURE,46,42,2,N,NONE
SLT-3-AUH-11,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T11:00:00Z,ARRIVAL,40,31,9,Y,NONE
SLT-3-AUH-12,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T12:00:00Z,DEPARTURE,43,34,9,N,NONE
SLT-3-AUH-13,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T13:00:00Z,ARRIVAL,35,42,2,N,NONE
SLT-3-AUH-14,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T14:00:00Z,DEPARTURE,39,37,7,Y,WEATHER
SLT-3-AUH-15,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T15:00:00Z,DEPARTURE,48,42,10,N,NONE
SLT-3-AUH-16,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T16:00:00Z,ARRIVAL,25,31,3,N,WEATHER
SLT-3-AUH-17,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T17:00:00Z,ARRIVAL,30,45,4,Y,NONE
SLT-3-AUH-18,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T18:00:00Z,ARRIVAL,24,25,7,N,WEATHER
SLT-3-AUH-19,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T19:00:00Z,DEPARTURE,37,23,10,N,NONE
SLT-3-AUH-20,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T20:00:00Z,DEPARTURE,48,16,1,N,NONE
SLT-3-AUH-21,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T21:00:00Z,ARRIVAL,36,28,6,N,CAPACITY
SLT-3-AUH-22,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T22:00:00Z,DEPARTURE,40,16,2,Y,NONE
SLT-3-AUH-23,3,Singapore Thunderstorms + MEL Expiry Cascade,AUH,Abu Dhabi International,2026-01-21T23:00:00Z,DEPARTURE,44,32,0,N,NONE
SLT-3-BKK-06,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T06:00:00Z,ARRIVAL,44,36,3,N,NONE
SLT-3-BKK-07,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T07:00:00Z,ARRIVAL,49,23,9,N,NONE
SLT-3-BKK-08,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T08:00:00Z,DEPARTURE,48,31,5,Y,WEATHER
SLT-3-BKK-09,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T09:00:00Z,ARRIVAL,43,20,6,N,NONE
SLT-3-BKK-10,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T10:00:00Z,ARRIVAL,32,15,5,N,WEATHER
SLT-3-BKK-11,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T11:00:00Z,DEPARTURE,47,33,4,Y,NONE
SLT-3-BKK-12,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T12:00:00Z,DEPARTURE,45,20,7,Y,NONE
SLT-3-BKK-13,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T13:00:00Z,DEPARTURE,34,15,0,N,WEATHER
SLT-3-BKK-14,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T14:00:00Z,ARRIVAL,45,28,5,N,NONE
SLT-3-BKK-15,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T15:00:00Z,ARRIVAL,47,37,5,N,NONE
SLT-3-BKK-16,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T16:00:00Z,DEPARTURE,32,27,6,N,NONE
SLT-3-BKK-17,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T17:00:00Z,DEPARTURE,38,24,4,N,NONE
SLT-3-BKK-18,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T18:00:00Z,DEPARTURE,45,18,0,N,NONE
SLT-3-BKK-19,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T19:00:00Z,ARRIVAL,32,22,9,N,NONE
SLT-3-BKK-20,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T20:00:00Z,DEPARTURE,47,22,3,Y,NONE
SLT-3-BKK-21,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T21:00:00Z,ARRIVAL,38,37,0,Y,NONE
SLT-3-BKK-22,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T22:00:00Z,DEPARTURE,46,25,10,N,NONE
SLT-3-BKK-23,3,Singapore Thunderstorms + MEL Expiry Cascade,BKK,Suvarnabhumi,2026-01-21T23:00:00Z,ARRIVAL,24,43,1,Y,NONE
SLT-3-LHR-06,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T06:00:00Z,ARRIVAL,25,33,1,N,NONE
SLT-3-LHR-07,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T07:00:00Z,ARRIVAL,26,39,2,N,NONE
SLT-3-LHR-08,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T08:00:00Z,DEPARTURE,21,27,2,N,NONE
SLT-3-LHR-09,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T09:00:00Z,DEPARTURE,49,25,2,N,NONE
SLT-3-LHR-10,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T10:00:00Z,ARRIVAL,47,41,5,Y,NONE
SLT-3-LHR-11,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T11:00:00Z,DEPARTURE,23,36,4,N,NONE
SLT-3-LHR-12,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T12:00:00Z,ARRIVAL,30,29,1,N,NONE
SLT-3-LHR-13,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T13:00:00Z,ARRIVAL,34,31,8,Y,NONE
SLT-3-LHR-14,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T14:00:00Z,DEPARTURE,23,17,5,Y,NONE
SLT-3-LHR-15,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T15:00:00Z,DEPARTURE,40,33,8,N,NONE
SLT-3-LHR-16,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T16:00:00Z,DEPARTURE,29,26,8,N,NONE
SLT-3-LHR-17,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T17:00:00Z,DEPARTURE,22,18,5,N,NONE
SLT-3-LHR-18,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T18:00:00Z,DEPARTURE,47,38,7,N,NONE
SLT-3-LHR-19,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T19:00:00Z,ARRIVAL,33,42,5,N,NONE
SLT-3-LHR-20,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T20:00:00Z,DEPARTURE,47,16,0,N,NONE
SLT-3-LHR-21,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T21:00:00Z,DEPARTURE,48,24,5,Y,WEATHER
SLT-3-LHR-22,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T22:00:00Z,DEPARTURE,24,40,3,N,NONE
SLT-3-LHR-23,3,Singapore Thunderstorms + MEL Expiry Cascade,LHR,Heathrow,2026-01-21T23:00:00Z,ARRIVAL,28,32,7,Y,NONE
SLT-3-SIN-06,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T06:00:00Z,DEPARTURE,22,31,10,N,NONE
SLT-3-SIN-07,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T07:00:00Z,DEPARTURE,31,20,10,N,NONE
SLT-3-SIN-08,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T08:00:00Z,ARRIVAL,25,16,9,Y,NONE
SLT-3-SIN-09,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T09:00:00Z,DEPARTURE,20,20,4,N,NONE
SLT-3-SIN-10,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T10:00:00Z,ARRIVAL,20,16,0,N,NONE
SLT-3-SIN-11,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T11:00:00Z,DEPARTURE,41,26,7,N,NOISE
SLT-3-SIN-12,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T12:00:00Z,DEPARTURE,29,25,6,N,NONE
SLT-3-SIN-13,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T13:00:00Z,DEPARTURE,34,22,2,N,NOISE
SLT-3-SIN-14,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T14:00:00Z,ARRIVAL,42,44,9,Y,WEATHER
SLT-3-SIN-15,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T15:00:00Z,ARRIVAL,42,16,7,Y,NONE
SLT-3-SIN-16,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T16:00:00Z,DEPARTURE,49,36,6,N,NOISE
SLT-3-SIN-17,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T17:00:00Z,ARRIVAL,38,25,7,Y,NONE
SLT-3-SIN-18,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T18:00:00Z,DEPARTURE,21,17,8,N,NONE
SLT-3-SIN-19,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T19:00:00Z,DEPARTURE,25,45,6,Y,NONE
SLT-3-SIN-20,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T20:00:00Z,ARRIVAL,32,29,7,N,NONE
SLT-3-SIN-21,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T21:00:00Z,DEPARTURE,33,18,3,Y,CAPACITY
SLT-3-SIN-22,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T22:00:00Z,ARRIVAL,22,37,7,Y,NONE
SLT-3-SIN-23,3,Singapore Thunderstorms + MEL Expiry Cascade,SIN,Changi,2026-01-21T23:00:00Z,ARRIVAL,25,19,1,N,NONE
SLT-3-CDG-06,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T06:00:00Z,ARRIVAL,20,35,8,N,NONE
SLT-3-CDG-07,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T07:00:00Z,DEPARTURE,27,29,2,N,CAPACITY
SLT-3-CDG-08,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T08:00:00Z,ARRIVAL,50,39,8,N,WEATHER
SLT-3-CDG-09,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T09:00:00Z,ARRIVAL,39,39,10,Y,CAPACITY
SLT-3-CDG-10,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T10:00:00Z,ARRIVAL,30,33,6,N,NONE
SLT-3-CDG-11,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T11:00:00Z,DEPARTURE,44,18,8,N,NONE
SLT-3-CDG-12,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T12:00:00Z,DEPARTURE,29,33,5,N,NONE
SLT-3-CDG-13,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T13:00:00Z,DEPARTURE,47,20,2,Y,NONE
SLT-3-CDG-14,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T14:00:00Z,ARRIVAL,30,40,9,N,NONE
SLT-3-CDG-15,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T15:00:00Z,DEPARTURE,37,17,5,N,NONE
SLT-3-CDG-16,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T16:00:00Z,DEPARTURE,42,43,4,N,NONE
SLT-3-CDG-17,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T17:00:00Z,ARRIVAL,37,42,2,N,NONE
SLT-3-CDG-18,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T18:00:00Z,DEPARTURE,47,16,8,N,NONE
SLT-3-CDG-19,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T19:00:00Z,ARRIVAL,24,16,4,N,NONE
SLT-3-CDG-20,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T20:00:00Z,ARRIVAL,21,44,2,Y,NONE
SLT-3-CDG-21,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T21:00:00Z,ARRIVAL,50,21,8,Y,NONE
SLT-3-CDG-22,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T22:00:00Z,ARRIVAL,30,41,3,N,NONE
SLT-3-CDG-23,3,Singapore Thunderstorms + MEL Expiry Cascade,CDG,Charles de Gaulle,2026-01-21T23:00:00Z,DEPARTURE,24,33,0,Y,NONE
SLT-3-FRA-06,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T06:00:00Z,ARRIVAL,46,30,7,N,NONE
SLT-3-FRA-07,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T07:00:00Z,DEPARTURE,41,42,3,N,NONE
SLT-3-FRA-08,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T08:00:00Z,DEPARTURE,32,45,8,Y,NONE
SLT-3-FRA-09,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T09:00:00Z,ARRIVAL,34,39,2,Y,NONE
SLT-3-FRA-10,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T10:00:00Z,DEPARTURE,48,31,7,N,NONE
SLT-3-FRA-11,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T11:00:00Z,DEPARTURE,40,38,7,N,NONE
SLT-3-FRA-12,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T12:00:00Z,DEPARTURE,29,21,8,Y,NONE
SLT-3-FRA-13,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T13:00:00Z,DEPARTURE,32,40,8,N,NONE
SLT-3-FRA-14,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T14:00:00Z,ARRIVAL,30,38,5,N,NONE
SLT-3-FRA-15,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T15:00:00Z,DEPARTURE,40,28,6,N,NONE
SLT-3-FRA-16,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T16:00:00Z,DEPARTURE,37,38,10,N,NONE
SLT-3-FRA-17,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T17:00:00Z,ARRIVAL,32,24,9,N,NONE
SLT-3-FRA-18,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T18:00:00Z,ARRIVAL,24,21,9,N,NONE
SLT-3-FRA-19,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T19:00:00Z,ARRIVAL,23,23,7,N,NONE
SLT-3-FRA-20,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T20:00:00Z,DEPARTURE,20,40,0,Y,NONE
SLT-3-FRA-21,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T21:00:00Z,ARRIVAL,35,17,0,N,NONE
SLT-3-FRA-22,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T22:00:00Z,ARRIVAL,30,31,4,N,NONE
SLT-3-FRA-23,3,Singapore Thunderstorms + MEL Expiry Cascade,FRA,Frankfurt,2026-01-21T23:00:00Z,ARRIVAL,45,34,4,N,NONE
SLT-3-JFK-06,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T06:00:00Z,DEPARTURE,40,35,7,N,NONE
SLT-3-JFK-07,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T07:00:00Z,DEPARTURE,41,35,5,Y,NONE
SLT-3-JFK-08,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T08:00:00Z,DEPARTURE,29,18,8,Y,NONE
SLT-3-JFK-09,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T09:00:00Z,DEPARTURE,45,17,8,N,NOISE
SLT-3-JFK-10,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T10:00:00Z,ARRIVAL,36,27,10,N,CAPACITY
SLT-3-JFK-11,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T11:00:00Z,ARRIVAL,42,41,8,N,NONE
SLT-3-JFK-12,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T12:00:00Z,DEPARTURE,46,38,1,N,NONE
SLT-3-JFK-13,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T13:00:00Z,ARRIVAL,36,40,1,Y,NONE
SLT-3-JFK-14,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T14:00:00Z,ARRIVAL,48,20,0,Y,NONE
SLT-3-JFK-15,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T15:00:00Z,ARRIVAL,20,19,7,N,NOISE
SLT-3-JFK-16,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T16:00:00Z,DEPARTURE,48,31,2,N,CAPACITY
SLT-3-JFK-17,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T17:00:00Z,ARRIVAL,48,33,6,Y,NONE
SLT-3-JFK-18,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T18:00:00Z,DEPARTURE,23,27,8,Y,NONE
SLT-3-JFK-19,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T19:00:00Z,ARRIVAL,26,34,4,Y,NOISE
SLT-3-JFK-20,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T20:00:00Z,ARRIVAL,26,31,9,Y,NONE
SLT-3-JFK-21,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T21:00:00Z,ARRIVAL,42,16,0,N,WEATHER
SLT-3-JFK-22,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T22:00:00Z,ARRIVAL,31,19,1,N,NONE
SLT-3-JFK-23,3,Singapore Thunderstorms + MEL Expiry Cascade,JFK,John F Kennedy,2026-01-21T23:00:00Z,ARRIVAL,24,37,7,N,NONE
SLT-3-DEL-06,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T06:00:00Z,ARRIVAL,22,39,5,N,NOISE
SLT-3-DEL-07,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T07:00:00Z,ARRIVAL,28,18,6,N,WEATHER
SLT-3-DEL-08,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T08:00:00Z,ARRIVAL,31,42,5,Y,NONE
SLT-3-DEL-09,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T09:00:00Z,DEPARTURE,24,28,3,N,NONE
SLT-3-DEL-10,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T10:00:00Z,DEPARTURE,20,36,4,N,NONE
SLT-3-DEL-11,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T11:00:00Z,ARRIVAL,38,38,0,Y,NONE
SLT-3-DEL-12,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T12:00:00Z,DEPARTURE,45,45,3,Y,NONE
SLT-3-DEL-13,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T13:00:00Z,DEPARTURE,30,25,4,N,NONE
SLT-3-DEL-14,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T14:00:00Z,DEPARTURE,26,35,7,N,NONE
SLT-3-DEL-15,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T15:00:00Z,ARRIVAL,29,36,10,N,NONE
SLT-3-DEL-16,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T16:00:00Z,DEPARTURE,32,19,7,N,NOISE
SLT-3-DEL-17,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T17:00:00Z,ARRIVAL,32,40,3,Y,NONE
SLT-3-DEL-18,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T18:00:00Z,ARRIVAL,36,39,8,N,NONE
SLT-3-DEL-19,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T19:00:00Z,DEPARTURE,30,32,5,Y,NONE
SLT-3-DEL-20,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T20:00:00Z,ARRIVAL,29,16,3,N,NONE
SLT-3-DEL-21,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T21:00:00Z,DEPARTURE,27,38,0,N,NONE
SLT-3-DEL-22,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T22:00:00Z,ARRIVAL,39,33,6,N,NONE
SLT-3-DEL-23,3,Singapore Thunderstorms + MEL Expiry Cascade,DEL,Indira Gandhi,2026-01-21T23:00:00Z,ARRIVAL,46,42,9,N,NONE
SLT-3-SYD-06,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T06:00:00Z,DEPARTURE,47,45,6,N,NONE
SLT-3-SYD-07,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T07:00:00Z,ARRIVAL,36,32,5,Y,NONE
SLT-3-SYD-08,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T08:00:00Z,DEPARTURE,25,19,2,N,NONE
SLT-3-SYD-09,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T09:00:00Z,ARRIVAL,22,39,7,Y,NONE
SLT-3-SYD-10,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T10:00:00Z,DEPARTURE,26,22,9,Y,NONE
SLT-3-SYD-11,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T11:00:00Z,DEPARTURE,21,26,0,N,NONE
SLT-3-SYD-12,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T12:00:00Z,DEPARTURE,37,18,4,Y,NONE
SLT-3-SYD-13,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T13:00:00Z,DEPARTURE,41,40,10,N,CAPACITY
SLT-3-SYD-14,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T14:00:00Z,ARRIVAL,45,43,10,Y,NONE
SLT-3-SYD-15,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T15:00:00Z,ARRIVAL,41,24,5,N,CAPACITY
SLT-3-SYD-16,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T16:00:00Z,DEPARTURE,46,37,2,N,NONE
SLT-3-SYD-17,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T17:00:00Z,DEPARTURE,47,43,1,Y,NONE
SLT-3-SYD-18,3,Singapore Thunderstorms + MEL Expiry Cascade,SYD,Sydney Kingsford Smith,2026-01-21T18:00:00Z,DEPARTURE,44,15,1,N,NONE
