availability_id,aircraft_registration,aircraft_type,scenario_id,scenario_name,date,status,location,next_scheduled_flight,next_departure_time,maintenance_due,hours_until_maintenance,cycles_until_maintenance,etops_certified,cargo_capacity_kg,passenger_capacity
AVL-A6-EYM-10,A6-EYM,A350,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-16,21,91,Y,13000,350
AVL-A6-EYM-11,A6-EYM,A350,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-06,267,83,Y,13000,350
AVL-A6-EYN-1,A6-EYN,A321LR,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,EY313,2026-01-19 22:17:00,2026-02-18,426,99,N,4200,206
AVL-A6-EYN-2,A6-EYN,A321LR,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-09,391,14,N,4200,206
AVL-A6-EYN-3,A6-EYN,A321LR,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,MEL,AUH,EY424,2026-01-21 10:15:00,2026-02-09,438,14,N,4200,206
AVL-A6-EYN-4,A6-EYN,A321LR,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-01-30,260,93,N,4200,206
AVL-A6-EYN-5,A6-EYN,A321LR,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,EY4943,2026-01-23 08:19:00,2026-02-15,372,29,N,4200,206
AVL-A6-EYN-6,A6-EYN,A321LR,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-16,356,14,N,4200,206
AVL-A6-EYN-7,A6-EYN,A321LR,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-17,77,47,N,4200,206
AVL-A6-EYN-8,A6-EYN,A321LR,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,EY9626,2026-01-27 10:17:00,2026-02-11,460,68,N,4200,206
AVL-A6-EYN-9,A6-EYN,A321LR,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,EY6005,2026-01-28 08:35:00,2026-02-07,273,99,N,4200,206
AVL-A6-EYN-10,A6-EYN,A321LR,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-05,393,55,N,4200,206
AVL-A6-EYN-11,A6-EYN,A321LR,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,EY313,2026-01-31 22:48:00,2026-02-12,125,50,N,4200,206
AVL-A6-EYO-1,A6-EYO,A321LR,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,EY424,2026-01-19 06:22:00,2026-02-09,422,37,N,4200,206
AVL-A6-EYO-2,A6-EYO,A321LR,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-01-23,255,21,N,4200,206
AVL-A6-EYO-3,A6-EYO,A321LR,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,MEL,AUH,EY868,2026-01-21 12:46:00,2026-02-12,479,76,N,4200,206
AVL-A6-EYO-4,A6-EYO,A321LR,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-03,76,97,N,4200,206
AVL-A6-EYO-5,A6-EYO,A321LR,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-02-21,248,9,N,4200,206
AVL-A6-EYO-6,A6-EYO,A321LR,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-01-29,175,51,N,4200,206
AVL-A6-EYO-7,A6-EYO,A321LR,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-24,469,94,N,4200,206
AVL-A6-EYO-8,A6-EYO,A321LR,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,EY2796,2026-01-27 10:19:00,2026-01-31,460,63,N,4200,206
AVL-A6-EYO-9,A6-EYO,A321LR,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-02-10,288,26,N,4200,206
AVL-A6-EYO-10,A6-EYO,A321LR,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-19,480,87,N,4200,206
AVL-A6-EYO-11,A6-EYO,A321LR,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,EY424,2026-01-31 06:28:00,2026-02-06,18,77,N,4200,206
AVL-A6-EYP-1,A6-EYP,A321LR,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,,,2026-02-07,410,18,N,4200,206
AVL-A6-EYP-2,A6-EYP,A321LR,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-01,381,12,N,4200,206
AVL-A6-EYP-3,A6-EYP,A321LR,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-01-26,225,52,N,4200,206
AVL-A6-EYP-4,A6-EYP,A321LR,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-10,109,37,N,4200,206
AVL-A6-EYP-5,A6-EYP,A321LR,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-02-06,122,85,N,4200,206
AVL-A6-EYP-6,A6-EYP,A321LR,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-17,167,65,N,4200,206
AVL-A6-EYP-7,A6-EYP,A321LR,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-11,412,6,N,4200,206
AVL-A6-EYP-8,A6-EYP,A321LR,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-19,284,16,N,4200,206
AVL-A6-EYP-9,A6-EYP,A321LR,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-02-27,168,37,N,4200,206
AVL-A6-EYP-10,A6-EYP,A321LR,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-20,487,79,N,4200,206
AVL-A6-EYP-11,A6-EYP,A321LR,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-21,498,51,N,4200,206
AVL-A6-EYQ-1,A6-EYQ,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,EY170,2026-01-19 18:18:00,2026-02-03,296,75,N,3500,180
AVL-A6-EYQ-2,A6-EYQ,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-09,245,89,N,3500,180
AVL-A6-EYQ-3,A6-EYQ,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-01-25,284,99,N,3500,180
AVL-A6-EYQ-4,A6-EYQ,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-15,162,99,N,3500,180
AVL-A6-EYQ-5,A6-EYQ,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,EY170,2026-01-23 20:56:00,2026-02-06,151,27,N,3500,180
AVL-A6-EYQ-6,A6-EYQ,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-15,491,24,N,3500,180
AVL-A6-EYQ-7,A6-EYQ,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-01-28,164,38,N,3500,180
AVL-A6-EYQ-8,A6-EYQ,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-05,289,95,N,3500,180
AVL-A6-EYQ-9,A6-EYQ,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,EY170,2026-01-28 16:00:00,2026-02-02,57,23,N,3500,180
AVL-A6-EYQ-10,A6-EYQ,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-06,87,65,N,3500,180
AVL-A6-EYQ-11,A6-EYQ,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,EY170,2026-01-31 18:52:00,2026-02-05,105,85,N,3500,180
AVL-A6-EYR-1,A6-EYR,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,,,2026-01-24,330,76,N,3500,180
AVL-A6-EYR-2,A6-EYR,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-03,415,9,N,3500,180
AVL-A6-EYR-3,A6-EYR,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-01-23,145,52,N,3500,180
AVL-A6-EYR-4,A6-EYR,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-15,138,95,N,3500,180
AVL-A6-EYR-5,A6-EYR,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-01-24,10,56,N,3500,180
AVL-A6-EYR-6,A6-EYR,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-16,496,33,N,3500,180
AVL-A6-EYR-7,A6-EYR,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-14,222,12,N,3500,180
AVL-A6-EYR-8,A6-EYR,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-15,498,34,N,3500,180
AVL-A6-EYR-9,A6-EYR,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-02-25,185,84,N,3500,180
AVL-A6-EYR-10,A6-EYR,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-11,154,89,N,3500,180
AVL-A6-EYR-11,A6-EYR,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-16,30,9,N,3500,180
AVL-A6-EYS-1,A6-EYS,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,,,2026-01-21,429,83,N,3500,180
AVL-A6-EYS-2,A6-EYS,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-03,360,87,N,3500,180
AVL-A6-EYS-3,A6-EYS,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-02-05,27,91,N,3500,180
AVL-A6-EYS-4,A6-EYS,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-04,280,65,N,3500,180
AVL-A6-EYS-5,A6-EYS,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-02-12,165,99,N,3500,180
AVL-A6-EYS-6,A6-EYS,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-10,199,67,N,3500,180
AVL-A6-EYS-7,A6-EYS,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-01-29,382,63,N,3500,180
AVL-A6-EYS-8,A6-EYS,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-09,210,98,N,3500,180
AVL-A6-EYS-9,A6-EYS,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-02-10,432,57,N,3500,180
AVL-A6-EYS-10,A6-EYS,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-01-31,112,29,N,3500,180
AVL-A6-EYS-11,A6-EYS,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-25,70,7,N,3500,180
AVL-A6-EYT-1,A6-EYT,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,,,2026-02-08,489,46,N,3500,180
AVL-A6-EYT-2,A6-EYT,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-01-22,493,35,N,3500,180
AVL-A6-EYT-3,A6-EYT,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-02-19,80,11,N,3500,180
AVL-A6-EYT-4,A6-EYT,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-16,484,77,N,3500,180
AVL-A6-EYT-5,A6-EYT,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-01-24,141,91,N,3500,180
AVL-A6-EYT-6,A6-EYT,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-01-25,367,54,N,3500,180
AVL-A6-EYT-7,A6-EYT,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-18,454,97,N,3500,180
AVL-A6-EYT-8,A6-EYT,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-05,238,42,N,3500,180
AVL-A6-EYT-9,A6-EYT,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-02-23,179,60,N,3500,180
AVL-A6-EYT-10,A6-EYT,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-11,181,79,N,3500,180
AVL-A6-EYT-11,A6-EYT,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-23,84,33,N,3500,180
AVL-A6-EYU-1,A6-EYU,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,EY5293,2026-01-19 08:37:00,2026-02-09,491,73,N,3500,180
AVL-A6-EYU-2,A6-EYU,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-02-11,156,5,N,3500,180
AVL-A6-EYU-3,A6-EYU,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-02-07,167,79,N,3500,180
AVL-A6-EYU-4,A6-EYU,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-02-09,198,71,N,3500,180
AVL-A6-EYU-5,A6-EYU,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-02-02,81,62,N,3500,180
AVL-A6-EYU-6,A6-EYU,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-04,180,92,N,3500,180
AVL-A6-EYU-7,A6-EYU,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-08,10,83,N,3500,180
AVL-A6-EYU-8,A6-EYU,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-19,95,90,N,3500,180
AVL-A6-EYU-9,A6-EYU,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,,,2026-01-31,282,71,N,3500,180
AVL-A6-EYU-10,A6-EYU,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-07,261,6,N,3500,180
AVL-A6-EYU-11,A6-EYU,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,EY401,2026-01-31 06:38:00,2026-02-27,278,94,N,3500,180
AVL-A6-EYV-1,A6-EYV,A320,1,Bangkok Typhoon + Critical MEL Aircraft,2026-01-19,AVAILABLE,AUH,EY117,2026-01-19 06:40:00,2026-02-14,318,59,N,3500,180
AVL-A6-EYV-2,A6-EYV,A320,2,London Fog + Multiple Aircraft AOG,2026-01-20,AVAILABLE,AUH,,,2026-01-21,243,86,N,3500,180
AVL-A6-EYV-3,A6-EYV,A320,3,Singapore Thunderstorms + MEL Expiry Cascade,2026-01-21,AVAILABLE,AUH,,,2026-02-03,422,49,N,3500,180
AVL-A6-EYV-4,A6-EYV,A320,4,Paris Winter Storm + Temperature-Controlled Cargo Crisis,2026-01-22,AVAILABLE,AUH,,,2026-01-26,146,12,N,3500,180
AVL-A6-EYV-5,A6-EYV,A320,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,2026-01-23,AVAILABLE,AUH,,,2026-01-24,92,18,N,3500,180
AVL-A6-EYV-6,A6-EYV,A320,6,Multiple Aircraft AOG + Engine Failure Cascade,2026-01-24,AVAILABLE,AUH,,,2026-02-02,126,84,N,3500,180
AVL-A6-EYV-7,A6-EYV,A320,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,2026-01-25,AVAILABLE,AUH,,,2026-02-08,344,17,N,3500,180
AVL-A6-EYV-8,A6-EYV,A320,8,Runway Closure + Airspace Flow Rate Restrictions,2026-01-27,AVAILABLE,AUH,,,2026-02-13,35,83,N,3500,180
AVL-A6-EYV-9,A6-EYV,A320,9,Security Threat + Geopolitical Airspace Diversion,2026-01-28,AVAILABLE,AUH,EY117,2026-01-28 10:16:00,2026-02-04,175,26,N,3500,180
AVL-A6-EYV-10,A6-EYV,A320,10,Medical Emergency + Tarmac Delay + Slot Unavailability,2026-01-29,AVAILABLE,AUH,,,2026-02-09,177,100,N,3500,180
AVL-A6-EYV-11,A6-EYV,A320,11,EY401 Typhoon -> EY406 LIAC,2026-01-31,AVAILABLE,AUH,,,2026-02-03,358,12,N,3500,180
