transaction_id,booking_id,flight_id,passenger_id,pnr,scenario_id,transaction_type,transaction_date,amount_usd,amount_aed,amount_inr,currency,payment_method,payment_status,tax_amount_usd,surcharge_usd,discount_usd,promo_code
TXN-003439,BKG-3449,FLT-1025,PAX-3449,DKA627,3,TICKET_PURCHASE,2025-12-02,1516.51,5565.59,126628.62,USD,CASH,COMPLETED,181.98,67.45,0.0,
TXN-003440,BKG-3450,FLT-1025,PAX-3450,JKB991,3,TICKET_PURCHASE,2025-12-01,1087.01,3989.33,90765.41,USD,BANK_TRANSFER,COMPLETED,130.44,47.8,0.0,
TXN-003441,BKG-3451,FLT-1025,PAX-3451,IHV132,3,TICKET_PURCHASE,2025-11-15,275.96,1012.77,23042.69,AED,CASH,COMPLETED,33.12,52.54,0.0,
TXN-003442,BKG-3451,FLT-1025,PAX-3451,IHV132,3,LOUNGE_ACCESS,2025-11-15,293.26,1076.28,24487.54,INR,CASH,COMPLETED,14.66,0.0,0.0,
TXN-003443,BKG-3452,FLT-1025,PAX-3452,NAQ358,3,TICKET_PURCHASE,2025-11-17,1617.86,5937.53,135090.89,USD,VOUCHER,COMPLETED,194.14,97.03,0.0,
TXN-003444,BKG-3453,FLT-1025,PAX-3453,PEB127,3,TICKET_PURCHASE,2025-11-01,1023.61,3756.67,85471.84,INR,DEBIT_CARD,COMPLETED,122.83,65.54,0.0,
TXN-003445,BKG-3453,FLT-1025,PAX-3453,PEB127,3,MEAL_PURCHASE,2025-11-01,190.26,698.26,15886.91,INR,CREDIT_CARD,COMPLETED,9.51,0.0,0.0,
TXN-003446,BKG-3454,FLT-1025,PAX-3454,DEK302,3,TICKET_PURCHASE,2026-01-09,612.27,2247.02,51124.24,EUR,VOUCHER,COMPLETED,73.47,47.98,14.8,PROMO311
TXN-003447,BKG-3455,FLT-1025,PAX-3455,ELA856,3,TICKET_PURCHASE,2025-12-02,739.97,2715.7,61787.72,INR,LOYALTY_POINTS,COMPLETED,88.8,26.27,0.0,
TXN-003448,BKG-3456,FLT-1025,PAX-3456,CZZ849,3,TICKET_PURCHASE,2025-11-28,1487.06,5457.51,124169.47,EUR,BANK_TRANSFER,COMPLETED,178.45,65.59,0.0,
TXN-003449,BKG-3457,FLT-1025,PAX-3457,INS666,3,TICKET_PURCHASE,2025-12-23,1152.08,4228.13,96198.62,INR,BANK_TRANSFER,COMPLETED,138.25,54.77,57.1,PROMO863
TXN-003450,BKG-3457,FLT-1025,PAX-3457,INS666,3,MEAL_PURCHASE,2025-12-23,242.1,888.52,20215.55,AED,LOYALTY_POINTS,COMPLETED,12.11,0.0,0.0,
TXN-003451,BKG-3458,FLT-1025,PAX-3458,VMK554,3,TICKET_PURCHASE,2026-01-10,479.02,1758.0,39998.02,AED,LOYALTY_POINTS,COMPLETED,57.48,65.55,0.0,
TXN-003452,BKG-3458,FLT-1025,PAX-3458,VMK554,3,MEAL_PURCHASE,2026-01-10,104.46,383.38,8722.64,AED,BANK_TRANSFER,COMPLETED,5.22,0.0,0.0,
TXN-003453,BKG-3459,FLT-1025,PAX-3459,GOW699,3,TICKET_PURCHASE,2025-12-09,720.75,2645.17,60182.99,INR,CREDIT_CARD,COMPLETED,86.49,90.47,0.0,
TXN-003454,BKG-3460,FLT-1025,PAX-3460,VKW418,3,TICKET_PURCHASE,2025-12-01,1754.85,6440.3,146529.95,AED,DEBIT_CARD,COMPLETED,210.58,72.59,0.0,
TXN-003455,BKG-3460,FLT-1025,PAX-3460,VKW418,3,MEAL_PURCHASE,2025-12-01,165.14,606.05,13788.87,USD,LOYALTY_POINTS,COMPLETED,8.26,0.0,0.0,
TXN-003456,BKG-3461,FLT-1025,PAX-3461,SAU234,3,TICKET_PURCHASE,2025-12-20,1862.79,6836.42,155542.55,GBP,VOUCHER,COMPLETED,223.53,77.88,160.84,PROMO889
TXN-003457,BKG-3462,FLT-1025,PAX-3462,NFV933,3,TICKET_PURCHASE,2025-12-03,1540.06,5652.04,128595.42,USD,LOYALTY_POINTS,COMPLETED,184.81,94.7,36.43,PROMO556
TXN-003458,BKG-3462,FLT-1025,PAX-3462,NFV933,3,BAGGAGE_FEE,2025-12-03,61.09,224.2,5100.91,AED,CREDIT_CARD,COMPLETED,3.05,0.0,0.0,
TXN-003459,BKG-3463,FLT-1025,PAX-3463,CEL337,3,TICKET_PURCHASE,2025-11-24,1301.54,4776.65,108678.54,INR,DEBIT_CARD,COMPLETED,156.18,44.11,0.0,
TXN-003460,BKG-3463,FLT-1025,PAX-3463,CEL337,3,LOUNGE_ACCESS,2025-11-24,130.05,477.27,10858.92,AED,LOYALTY_POINTS,COMPLETED,6.5,0.0,0.0,
TXN-003461,BKG-3464,FLT-1025,PAX-3464,SYZ551,3,TICKET_PURCHASE,2025-11-15,503.4,1847.47,42033.64,INR,BANK_TRANSFER,COMPLETED,60.41,82.22,0.77,PROMO680
TXN-003462,BKG-3465,FLT-1025,PAX-3465,MGW668,3,TICKET_PURCHASE,2025-12-12,900.09,3303.33,75157.46,GBP,CREDIT_CARD,COMPLETED,108.01,94.31,82.48,PROMO942
TXN-003463,BKG-3465,FLT-1025,PAX-3465,MGW668,3,MEAL_PURCHASE,2025-12-12,58.79,215.77,4909.11,USD,DEBIT_CARD,COMPLETED,2.94,0.0,0.0,
TXN-003464,BKG-3466,FLT-1025,PAX-3466,SJG489,3,TICKET_PURCHASE,2025-12-05,1887.83,6928.33,157633.75,INR,LOYALTY_POINTS,COMPLETED,226.54,56.92,0.0,
TXN-003465,BKG-3467,FLT-1025,PAX-3467,RQR142,3,TICKET_PURCHASE,2025-12-06,1100.69,4039.55,91907.99,EUR,CREDIT_CARD,COMPLETED,132.08,46.46,0.0,
TXN-003466,BKG-3468,FLT-1025,PAX-3468,ZZY825,3,TICKET_PURCHASE,2025-12-27,1189.56,4365.69,99328.38,GBP,DEBIT_CARD,COMPLETED,142.75,84.49,0.0,
TXN-003467,BKG-3469,FLT-1025,PAX-3469,EAO800,3,TICKET_PURCHASE,2025-12-13,800.51,2937.87,66842.62,INR,CASH,COMPLETED,96.06,48.84,31.14,PROMO497
TXN-003468,BKG-3469,FLT-1025,PAX-3469,EAO800,3,SEAT_UPGRADE,2025-12-13,90.16,330.89,7528.53,INR,LOYALTY_POINTS,COMPLETED,4.51,0.0,0.0,
TXN-003469,BKG-3470,FLT-1025,PAX-3470,RSC666,3,TICKET_PURCHASE,2026-01-04,1053.27,3865.5,87947.98,EUR,DEBIT_CARD,COMPLETED,126.39,90.8,29.0,PROMO786
TXN-003470,BKG-3471,FLT-1025,PAX-3471,DAA813,3,TICKET_PURCHASE,2025-12-21,277.02,1016.65,23130.88,INR,DEBIT_CARD,COMPLETED,33.24,39.89,0.0,
TXN-003471,BKG-3471,FLT-1025,PAX-3471,DAA813,3,BAGGAGE_FEE,2025-12-21,207.13,760.15,17295.04,USD,BANK_TRANSFER,COMPLETED,10.36,0.0,0.0,
TXN-003472,BKG-3472,FLT-1025,PAX-3472,ALT671,3,TICKET_PURCHASE,2025-12-17,733.58,2692.23,61253.81,GBP,VOUCHER,COMPLETED,88.03,56.06,0.0,
TXN-003473,BKG-3473,FLT-1025,PAX-3473,RQW303,3,TICKET_PURCHASE,2025-11-03,2042.29,7495.21,170531.33,USD,CREDIT_CARD,COMPLETED,245.07,51.7,0.0,
TXN-003474,BKG-3474,FLT-1025,PAX-3474,TQG376,3,TICKET_PURCHASE,2025-11-19,2273.7,8344.46,189853.53,AED,LOYALTY_POINTS,COMPLETED,272.84,95.96,0.0,
TXN-003475,BKG-3475,FLT-1025,PAX-3475,RLY388,3,TICKET_PURCHASE,2025-11-14,1077.29,3953.64,89953.46,USD,VOUCHER,COMPLETED,129.27,66.61,143.19,PROMO778
TXN-003476,BKG-3476,FLT-1025,PAX-3476,UYV481,3,TICKET_PURCHASE,2025-11-21,1207.75,4432.46,100847.51,AED,CREDIT_CARD,COMPLETED,144.93,42.88,0.0,
TXN-003477,BKG-3476,FLT-1025,PAX-3476,UYV481,3,MEAL_PURCHASE,2025-11-21,45.78,168.01,3822.65,USD,LOYALTY_POINTS,COMPLETED,2.29,0.0,0.0,
TXN-003478,BKG-3477,FLT-1025,PAX-3477,HXP155,3,TICKET_PURCHASE,2025-10-28,2026.06,7435.64,169176.03,AED,DEBIT_CARD,COMPLETED,243.13,86.78,0.0,
TXN-003479,BKG-3478,FLT-1025,PAX-3478,GQE906,3,TICKET_PURCHASE,2025-11-11,1601.85,5878.81,133754.85,AED,CASH,COMPLETED,192.22,42.43,0.0,
TXN-003480,BKG-3479,FLT-1025,PAX-3479,YQG310,3,TICKET_PURCHASE,2026-01-10,1878.62,6894.52,156864.37,AED,DEBIT_CARD,COMPLETED,225.43,80.31,0.0,
TXN-003481,BKG-3479,FLT-1025,PAX-3479,YQG310,3,BAGGAGE_FEE,2026-01-10,198.37,728.03,16564.25,USD,CREDIT_CARD,COMPLETED,9.92,0.0,0.0,
TXN-003482,BKG-3480,FLT-1025,PAX-3480,MBN477,3,TICKET_PURCHASE,2025-12-15,513.47,1884.44,42874.91,USD,DEBIT_CARD,COMPLETED,61.62,30.76,0.0,
TXN-003483,BKG-3480,FLT-1025,PAX-3480,MBN477,3,SEAT_UPGRADE,2025-12-15,92.02,337.73,7684.08,USD,DEBIT_CARD,COMPLETED,4.6,0.0,0.0,
TXN-003484,BKG-3481,FLT-1025,PAX-3481,SME518,3,TICKET_PURCHASE,2025-10-27,783.37,2874.97,65411.35,EUR,CASH,COMPLETED,94.0,57.48,81.34,PROMO473
TXN-003485,BKG-3482,FLT-1025,PAX-3482,MRH625,3,TICKET_PURCHASE,2025-12-13,224.62,824.37,18756.12,GBP,BANK_TRANSFER,COMPLETED,26.95,88.47,16.12,PROMO868
TXN-003486,BKG-3483,FLT-1025,PAX-3483,KDD625,3,TICKET_PURCHASE,2025-11-19,772.98,2836.85,64544.16,AED,CREDIT_CARD,COMPLETED,92.76,79.87,74.41,PROMO180
TXN-003487,BKG-3484,FLT-1025,PAX-3484,IJP874,3,TICKET_PURCHASE,2025-12-06,598.0,2194.64,49932.63,INR,CASH,COMPLETED,71.76,38.47,0.0,
TXN-003488,BKG-3484,FLT-1025,PAX-3484,IJP874,3,SEAT_UPGRADE,2025-12-06,88.53,324.91,7392.41,INR,DEBIT_CARD,COMPLETED,4.43,0.0,0.0,
TXN-003489,BKG-3485,FLT-1025,PAX-3485,OWU390,3,TICKET_PURCHASE,2025-11-18,307.33,1127.91,25662.34,GBP,VOUCHER,COMPLETED,36.88,63.21,0.0,
TXN-003490,BKG-3486,FLT-1025,PAX-3486,NPA271,3,TICKET_PURCHASE,2026-01-03,2309.72,8476.69,192861.96,AED,DEBIT_CARD,COMPLETED,277.17,21.31,0.0,
TXN-003491,BKG-3487,FLT-1025,PAX-3487,ARZ125,3,TICKET_PURCHASE,2025-12-28,504.53,1851.61,42127.95,EUR,VOUCHER,COMPLETED,60.54,24.17,0.0,
TXN-003492,BKG-3488,FLT-1025,PAX-3488,WGS421,3,TICKET_PURCHASE,2025-11-21,2112.05,7751.22,176356.06,USD,CASH,COMPLETED,253.45,72.84,0.0,
TXN-003493,BKG-3489,FLT-1025,PAX-3489,ESF285,3,TICKET_PURCHASE,2025-10-23,1789.26,6566.59,149403.44,GBP,DEBIT_CARD,COMPLETED,214.71,45.69,28.41,PROMO370
TXN-003494,BKG-3489,FLT-1025,PAX-3489,ESF285,3,MEAL_PURCHASE,2025-10-23,202.75,744.1,16929.71,USD,LOYALTY_POINTS,COMPLETED,10.14,0.0,0.0,
TXN-003495,BKG-3490,FLT-1025,PAX-3490,YXN955,3,TICKET_PURCHASE,2025-11-09,2206.51,8097.9,184243.88,EUR,VOUCHER,COMPLETED,264.78,55.26,0.0,
TXN-003496,BKG-3490,FLT-1025,PAX-3490,YXN955,3,SEAT_UPGRADE,2025-11-09,78.57,288.34,6560.37,AED,LOYALTY_POINTS,COMPLETED,3.93,0.0,0.0,
TXN-003497,BKG-3491,FLT-1025,PAX-3491,QNW188,3,TICKET_PURCHASE,2025-10-23,292.24,1072.51,24401.83,INR,CASH,COMPLETED,35.07,96.46,0.0,
TXN-003498,BKG-3491,FLT-1025,PAX-3491,QNW188,3,MEAL_PURCHASE,2025-10-23,222.41,816.23,18570.83,INR,VOUCHER,COMPLETED,11.12,0.0,0.0,
TXN-003499,BKG-3492,FLT-1025,PAX-3492,XAD751,3,TICKET_PURCHASE,2025-12-14,1900.84,6976.1,158720.51,AED,CASH,COMPLETED,228.1,95.77,0.0,
TXN-003500,BKG-3493,FLT-1025,PAX-3493,YME903,3,TICKET_PURCHASE,2025-12-17,2363.12,8672.66,197320.83,USD,CREDIT_CARD,COMPLETED,283.57,83.55,29.97,PROMO643
TXN-003501,BKG-3494,FLT-1025,PAX-3494,ZMI976,3,TICKET_PURCHASE,2025-12-16,1381.08,5068.56,115320.12,GBP,CASH,COMPLETED,165.73,38.86,0.0,
TXN-003502,BKG-3495,FLT-1025,PAX-3495,YLB350,3,TICKET_PURCHASE,2025-12-20,1908.32,7003.53,159344.62,USD,CASH,COMPLETED,229.0,24.0,0.0,
TXN-003503,BKG-3496,FLT-1025,PAX-3496,XXF179,3,TICKET_PURCHASE,2025-10-30,2184.79,8018.19,182430.29,AED,LOYALTY_POINTS,COMPLETED,262.18,58.78,0.0,
TXN-003504,BKG-3496,FLT-1025,PAX-3496,XXF179,3,SEAT_UPGRADE,2025-10-30,188.69,692.51,15755.98,INR,LOYALTY_POINTS,COMPLETED,9.43,0.0,0.0,
TXN-003505,BKG-3497,FLT-1025,PAX-3497,ZKR520,3,TICKET_PURCHASE,2025-12-02,779.18,2859.61,65061.87,USD,CASH,COMPLETED,93.5,48.4,0.0,
TXN-003506,BKG-3497,FLT-1025,PAX-3497,ZKR520,3,BAGGAGE_FEE,2025-12-02,68.37,250.91,5708.76,AED,CASH,COMPLETED,3.42,0.0,0.0,
TXN-003507,BKG-3498,FLT-1025,PAX-3498,QKE161,3,TICKET_PURCHASE,2025-10-27,1921.41,7051.57,160437.57,AED,DEBIT_CARD,COMPLETED,230.57,39.98,0.0,
TXN-003508,BKG-3498,FLT-1025,PAX-3498,QKE161,3,MEAL_PURCHASE,2025-10-27,70.41,258.39,5878.94,USD,CASH,COMPLETED,3.52,0.0,0.0,
TXN-003509,BKG-3499,FLT-1025,PAX-3499,HLH999,3,TICKET_PURCHASE,2025-10-24,605.14,2220.86,50529.14,INR,LOYALTY_POINTS,COMPLETED,72.62,74.33,0.0,
TXN-003510,BKG-3500,FLT-1025,PAX-3500,TGQ302,3,TICKET_PURCHASE,2025-12-13,1079.75,3962.68,90159.15,USD,VOUCHER,COMPLETED,129.57,96.65,0.0,
TXN-003511,BKG-3501,FLT-1026,PAX-3501,XGH110,3,TICKET_PURCHASE,2026-01-07,649.65,2384.23,54246.16,USD,BANK_TRANSFER,COMPLETED,77.96,98.09,43.15,PROMO614
TXN-003512,BKG-3502,FLT-1026,PAX-3502,MNT900,3,TICKET_PURCHASE,2025-11-07,1347.92,4946.87,112551.34,USD,BANK_TRANSFER,COMPLETED,161.75,67.94,0.0,
TXN-003513,BKG-3503,FLT-1026,PAX-3503,CSH216,3,TICKET_PURCHASE,2025-10-25,2050.21,7524.27,171192.6,EUR,LOYALTY_POINTS,COMPLETED,246.03,20.83,0.0,
TXN-003514,BKG-3504,FLT-1026,PAX-3504,ZIP653,3,TICKET_PURCHASE,2026-01-09,364.15,1336.45,30406.89,EUR,CASH,COMPLETED,43.7,81.29,0.0,
TXN-003515,BKG-3504,FLT-1026,PAX-3504,ZIP653,3,BAGGAGE_FEE,2026-01-09,137.26,503.75,11461.25,INR,VOUCHER,COMPLETED,6.86,0.0,0.0,
TXN-003516,BKG-3505,FLT-1026,PAX-3505,QVG894,3,TICKET_PURCHASE,2025-12-09,681.17,2499.88,56877.45,INR,CASH,COMPLETED,81.74,95.81,0.0,
TXN-003517,BKG-3505,FLT-1026,PAX-3505,QVG894,3,BAGGAGE_FEE,2025-12-09,152.13,558.33,12703.24,AED,CASH,COMPLETED,7.61,0.0,0.0,
TXN-003518,BKG-3506,FLT-1026,PAX-3506,WBR136,3,TICKET_PURCHASE,2025-11-25,933.49,3425.89,77946.05,GBP,DEBIT_CARD,COMPLETED,112.02,33.64,0.0,
TXN-003519,BKG-3506,FLT-1026,PAX-3506,WBR136,3,SEAT_UPGRADE,2025-11-25,269.17,987.86,22475.86,AED,LOYALTY_POINTS,COMPLETED,13.46,0.0,0.0,
TXN-003520,BKG-3507,FLT-1026,PAX-3507,ZDF587,3,TICKET_PURCHASE,2025-12-30,392.54,1440.64,32777.46,GBP,VOUCHER,COMPLETED,47.11,84.76,38.52,PROMO261
TXN-003521,BKG-3507,FLT-1026,PAX-3507,ZDF587,3,MEAL_PURCHASE,2025-12-30,61.6,226.06,5143.34,AED,CASH,COMPLETED,3.08,0.0,0.0,
TXN-003522,BKG-3508,FLT-1026,PAX-3508,PDL821,3,TICKET_PURCHASE,2025-11-28,702.24,2577.23,58637.25,GBP,CASH,COMPLETED,84.27,32.13,0.0,
TXN-003523,BKG-3508,FLT-1026,PAX-3508,PDL821,3,BAGGAGE_FEE,2025-11-28,155.08,569.16,12949.48,INR,DEBIT_CARD,COMPLETED,7.75,0.0,0.0,
TXN-003524,BKG-3509,FLT-1026,PAX-3509,LJN697,3,TICKET_PURCHASE,2025-10-30,1685.23,6184.8,140716.79,INR,VOUCHER,COMPLETED,202.23,33.79,0.0,
TXN-003525,BKG-3510,FLT-1026,PAX-3510,BBK310,3,TICKET_PURCHASE,2025-12-23,613.74,2252.41,51246.99,GBP,LOYALTY_POINTS,COMPLETED,73.65,54.52,61.06,PROMO127
TXN-003526,BKG-3511,FLT-1026,PAX-3511,RID226,3,TICKET_PURCHASE,2025-12-09,1467.82,5386.89,122562.73,GBP,CREDIT_CARD,COMPLETED,176.14,27.77,23.55,PROMO144
TXN-003527,BKG-3511,FLT-1026,PAX-3511,RID226,3,BAGGAGE_FEE,2025-12-09,220.18,808.06,18385.08,USD,CREDIT_CARD,COMPLETED,11.01,0.0,0.0,
TXN-003528,BKG-3512,FLT-1026,PAX-3512,EOW284,3,TICKET_PURCHASE,2026-01-02,2083.52,7646.52,173973.98,USD,DEBIT_CARD,COMPLETED,250.02,26.7,0.0,
TXN-003529,BKG-3513,FLT-1026,PAX-3513,QGI132,3,TICKET_PURCHASE,2026-01-12,1055.86,3875.01,88164.34,USD,VOUCHER,COMPLETED,126.7,43.69,0.0,
TXN-003530,BKG-3513,FLT-1026,PAX-3513,QGI132,3,BAGGAGE_FEE,2026-01-12,264.83,971.92,22113.07,INR,CASH,COMPLETED,13.24,0.0,0.0,
TXN-003531,BKG-3514,FLT-1026,PAX-3514,GHZ494,3,TICKET_PURCHASE,2025-11-29,1432.31,5256.57,119597.6,GBP,CREDIT_CARD,COMPLETED,171.88,99.31,1.81,PROMO643
TXN-003532,BKG-3514,FLT-1026,PAX-3514,GHZ494,3,SEAT_UPGRADE,2025-11-29,135.16,496.02,11285.45,AED,DEBIT_CARD,COMPLETED,6.76,0.0,0.0,
TXN-003533,BKG-3515,FLT-1026,PAX-3515,WRR134,3,TICKET_PURCHASE,2026-01-02,2125.49,7800.57,177478.82,GBP,LOYALTY_POINTS,COMPLETED,255.06,73.9,123.79,PROMO609
TXN-003534,BKG-3516,FLT-1026,PAX-3516,FOU446,3,TICKET_PURCHASE,2025-12-16,1406.16,5160.61,117414.36,INR,VOUCHER,COMPLETED,168.74,39.56,0.0,
TXN-003535,BKG-3517,FLT-1026,PAX-3517,YBC884,3,TICKET_PURCHASE,2025-12-27,1666.95,6117.72,139190.62,INR,VOUCHER,COMPLETED,200.03,42.54,0.0,
TXN-003536,BKG-3517,FLT-1026,PAX-3517,YBC884,3,LOUNGE_ACCESS,2025-12-27,225.54,827.73,18832.55,USD,BANK_TRANSFER,COMPLETED,11.28,0.0,0.0,
TXN-003537,BKG-3518,FLT-1026,PAX-3518,AXL728,3,TICKET_PURCHASE,2026-01-02,1714.56,6292.43,143165.69,AED,DEBIT_CARD,COMPLETED,205.75,28.94,239.22,PROMO176
TXN-003538,BKG-3518,FLT-1026,PAX-3518,AXL728,3,SEAT_UPGRADE,2026-01-02,112.52,412.96,9395.61,USD,CREDIT_CARD,COMPLETED,5.63,0.0,0.0,
TXN-003539,BKG-3519,FLT-1026,PAX-3519,ALN421,3,TICKET_PURCHASE,2025-12-30,853.94,3133.96,71304.06,USD,BANK_TRANSFER,COMPLETED,102.47,68.94,0.0,
TXN-003540,BKG-3520,FLT-1026,PAX-3520,RLY593,3,TICKET_PURCHASE,2025-12-15,2356.62,8648.8,196777.78,USD,CREDIT_CARD,COMPLETED,282.79,93.36,0.0,
TXN-003541,BKG-3521,FLT-1026,PAX-3521,VND976,3,TICKET_PURCHASE,2025-12-22,1614.49,5925.19,134810.24,GBP,LOYALTY_POINTS,COMPLETED,193.74,32.27,0.0,
TXN-003542,BKG-3522,FLT-1026,PAX-3522,WBN225,3,TICKET_PURCHASE,2025-11-03,1609.82,5908.05,134420.17,AED,LOYALTY_POINTS,COMPLETED,193.18,66.03,0.0,
TXN-003543,BKG-3523,FLT-1026,PAX-3523,MTF931,3,TICKET_PURCHASE,2025-11-09,455.06,1670.05,37997.13,EUR,CASH,COMPLETED,54.61,63.96,59.74,PROMO121
TXN-003544,BKG-3524,FLT-1026,PAX-3524,BPK400,3,TICKET_PURCHASE,2025-11-22,1913.79,7023.61,159801.46,AED,VOUCHER,COMPLETED,229.65,76.5,99.85,PROMO265
TXN-003545,BKG-3525,FLT-1026,PAX-3525,LNI755,3,TICKET_PURCHASE,2025-11-27,644.8,2366.42,53840.89,USD,BANK_TRANSFER,COMPLETED,77.38,51.68,0.0,
TXN-003546,BKG-3526,FLT-1026,PAX-3526,HBB995,3,TICKET_PURCHASE,2025-11-02,951.27,3491.15,79430.72,AED,LOYALTY_POINTS,COMPLETED,114.15,34.36,75.55,PROMO826
TXN-003547,BKG-3526,FLT-1026,PAX-3526,HBB995,3,MEAL_PURCHASE,2025-11-02,179.35,658.22,14975.78,USD,CASH,COMPLETED,8.97,0.0,0.0,
TXN-003548,BKG-3527,FLT-1026,PAX-3527,WUV357,3,TICKET_PURCHASE,2025-12-10,2137.64,7845.13,178492.77,GBP,LOYALTY_POINTS,COMPLETED,256.52,69.28,0.0,
TXN-003549,BKG-3527,FLT-1026,PAX-3527,WUV357,3,LOUNGE_ACCESS,2025-12-10,137.49,504.58,11480.34,INR,CASH,COMPLETED,6.87,0.0,0.0,
TXN-003550,BKG-3528,FLT-1026,PAX-3528,PMK650,3,TICKET_PURCHASE,2025-12-19,577.23,2118.44,48198.91,AED,DEBIT_CARD,COMPLETED,69.27,56.59,0.0,
TXN-003551,BKG-3528,FLT-1026,PAX-3528,PMK650,3,BAGGAGE_FEE,2025-12-19,268.14,984.09,22390.01,INR,LOYALTY_POINTS,COMPLETED,13.41,0.0,0.0,
TXN-003552,BKG-3529,FLT-1026,PAX-3529,TMT734,3,TICKET_PURCHASE,2025-11-08,2253.8,8271.45,188192.36,AED,DEBIT_CARD,COMPLETED,270.46,73.85,0.0,
TXN-003553,BKG-3530,FLT-1026,PAX-3530,ICF363,3,TICKET_PURCHASE,2025-12-10,1137.27,4173.78,94962.11,USD,VOUCHER,COMPLETED,136.47,79.76,0.0,
TXN-003554,BKG-3531,FLT-1026,PAX-3531,NVK681,3,TICKET_PURCHASE,2025-12-29,2300.02,8441.06,192051.44,AED,CASH,COMPLETED,276.0,80.0,0.0,
TXN-003555,BKG-3532,FLT-1026,PAX-3532,YAN264,3,TICKET_PURCHASE,2026-01-12,770.01,2825.95,64296.17,USD,CREDIT_CARD,COMPLETED,92.4,64.17,0.0,
TXN-003556,BKG-3533,FLT-1026,PAX-3533,TNY480,3,TICKET_PURCHASE,2025-10-25,636.71,2336.71,53164.9,AED,DEBIT_CARD,COMPLETED,76.4,73.11,0.0,
TXN-003557,BKG-3534,FLT-1026,PAX-3534,GWS383,3,TICKET_PURCHASE,2025-12-03,550.42,2020.02,45959.69,AED,BANK_TRANSFER,COMPLETED,66.05,73.84,0.0,
TXN-003558,BKG-3535,FLT-1026,PAX-3535,EFY825,3,TICKET_PURCHASE,2025-12-24,1260.5,4626.03,105251.68,GBP,CASH,COMPLETED,151.26,68.01,0.0,
TXN-003559,BKG-3535,FLT-1026,PAX-3535,EFY825,3,SEAT_UPGRADE,2025-12-24,139.64,512.47,11659.64,AED,CASH,COMPLETED,6.98,0.0,0.0,
TXN-003560,BKG-3536,FLT-1026,PAX-3536,APJ691,3,TICKET_PURCHASE,2025-12-21,1086.98,3989.21,90762.69,INR,LOYALTY_POINTS,COMPLETED,130.44,72.05,0.0,
TXN-003561,BKG-3536,FLT-1026,PAX-3536,APJ691,3,SEAT_UPGRADE,2025-12-21,261.2,958.61,21810.3,AED,DEBIT_CARD,COMPLETED,13.06,0.0,0.0,
TXN-003562,BKG-3537,FLT-1026,PAX-3537,YLN315,3,TICKET_PURCHASE,2025-10-29,1971.75,7236.31,164640.83,EUR,CASH,COMPLETED,236.61,69.69,0.0,
TXN-003563,BKG-3537,FLT-1026,PAX-3537,YLN315,3,SEAT_UPGRADE,2025-10-29,125.13,459.24,10448.58,INR,CASH,COMPLETED,6.26,0.0,0.0,
TXN-003564,BKG-3538,FLT-1026,PAX-3538,XLN963,3,TICKET_PURCHASE,2025-11-01,1532.98,5626.03,128003.61,INR,VOUCHER,COMPLETED,183.96,62.66,159.3,PROMO609
TXN-003565,BKG-3538,FLT-1026,PAX-3538,XLN963,3,SEAT_UPGRADE,2025-11-01,297.48,1091.76,24839.78,INR,DEBIT_CARD,COMPLETED,14.87,0.0,0.0,
TXN-003566,BKG-3539,FLT-1026,PAX-3539,HVK290,3,TICKET_PURCHASE,2025-11-13,1813.44,6655.32,151422.15,EUR,LOYALTY_POINTS,COMPLETED,217.61,50.15,0.0,
TXN-003567,BKG-3539,FLT-1026,PAX-3539,HVK290,3,BAGGAGE_FEE,2025-11-13,195.14,716.17,16294.32,AED,LOYALTY_POINTS,COMPLETED,9.76,0.0,0.0,
TXN-003568,BKG-3540,FLT-1026,PAX-3540,NYC410,3,TICKET_PURCHASE,2025-11-22,2107.7,7735.24,175992.61,INR,LOYALTY_POINTS,COMPLETED,252.92,31.07,0.0,
TXN-003569,BKG-3541,FLT-1026,PAX-3541,OPL445,3,TICKET_PURCHASE,2025-12-26,1500.66,5507.42,125305.12,AED,LOYALTY_POINTS,COMPLETED,180.08,96.19,0.0,
TXN-003570,BKG-3541,FLT-1026,PAX-3541,OPL445,3,LOUNGE_ACCESS,2025-12-26,199.63,732.66,16669.45,USD,CASH,COMPLETED,9.98,0.0,0.0,
TXN-003571,BKG-3542,FLT-1026,PAX-3542,JUS227,3,TICKET_PURCHASE,2025-10-24,1897.8,6964.93,158466.34,GBP,CREDIT_CARD,COMPLETED,227.74,90.93,0.0,
TXN-003572,BKG-3543,FLT-1026,PAX-3543,UEY594,3,TICKET_PURCHASE,2025-11-27,1643.02,6029.9,137192.47,EUR,LOYALTY_POINTS,COMPLETED,197.16,31.42,0.0,
TXN-003573,BKG-3544,FLT-1026,PAX-3544,NFF984,3,TICKET_PURCHASE,2025-12-01,900.38,3304.39,75181.68,EUR,CASH,COMPLETED,108.05,81.16,0.0,
TXN-003574,BKG-3544,FLT-1026,PAX-3544,NFF984,3,SEAT_UPGRADE,2025-12-01,179.38,658.31,14977.93,INR,CASH,COMPLETED,8.97,0.0,0.0,
TXN-003575,BKG-3545,FLT-1026,PAX-3545,YWH324,3,TICKET_PURCHASE,2025-12-04,906.09,3325.33,75658.11,GBP,LOYALTY_POINTS,COMPLETED,108.73,74.38,47.83,PROMO391
