swap_id,flight_id,flight_number,scenario_id,scenario_name,original_aircraft,original_type,swap_aircraft,swap_type,capacity_difference,cargo_difference,crew_change_required,estimated_delay_min,cost_impact_usd,is_available,location,ready_time
SWP-FLT-1052-A6-EYB,FLT-1052,EY171,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYQ,A320,A6-EYB,A380,336,12500,Y,71,35259,N,AUH,2026-01-23T17:50:00Z
SWP-FLT-1052-A6-EYC,FLT-1052,EY171,5,Dubai Sandstorm + Hub Congestion + Multiple MEL Aircraft,A6-EYQ,A320,A6-EYC,A380,336,12500,Y,98,11205,Y,AUH,2026-01-23T17:50:00Z
SWP-FLT-1053-A6-EYA,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYA,A380,116,2000,Y,40,26505,Y,AUH,2026-01-24T07:46:00Z
SWP-FLT-1053-A6-EYB,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYB,A380,116,2000,Y,51,16690,Y,AUH,2026-01-24T10:46:00Z
SWP-FLT-1053-A6-EYC,FLT-1053,EY7151,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYC,A380,116,2000,Y,47,32449,Y,AUH,2026-01-24T10:46:00Z
SWP-FLT-1054-A6-EYA,FLT-1054,EY3102,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYA,A380,116,2000,Y,104,37930,Y,AUH,2026-01-24T12:12:00Z
SWP-FLT-1054-A6-EYB,FLT-1054,EY3102,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYB,A380,116,2000,Y,30,40705,N,AUH,2026-01-24T10:12:00Z
SWP-FLT-1054-A6-EYC,FLT-1054,EY3102,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYC,A380,116,2000,Y,80,8863,Y,AUH,2026-01-24T12:12:00Z
SWP-FLT-1055-A6-EYA,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYA,A380,166,3000,Y,83,9857,Y,AUH,2026-01-24T12:20:00Z
SWP-FLT-1055-A6-EYB,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYB,A380,166,3000,Y,67,26942,Y,AUH,2026-01-24T11:20:00Z
SWP-FLT-1055-A6-EYC,FLT-1055,EY003,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYC,A380,166,3000,Y,81,26014,Y,AUH,2026-01-24T12:20:00Z
SWP-FLT-1056-A6-EYA,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYA,A380,116,2000,Y,66,31720,N,AUH,2026-01-24T13:42:00Z
SWP-FLT-1056-A6-EYB,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYB,A380,116,2000,Y,92,33642,N,AUH,2026-01-24T15:42:00Z
SWP-FLT-1056-A6-EYC,FLT-1056,EY7152,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYD,B777X,A6-EYC,A380,116,2000,Y,61,13659,N,AUH,2026-01-24T13:42:00Z
SWP-FLT-1057-A6-EYA,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYA,A380,116,2000,Y,101,26823,Y,AUH,2026-01-24T15:12:00Z
SWP-FLT-1057-A6-EYB,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYB,A380,116,2000,Y,95,42781,Y,AUH,2026-01-24T17:12:00Z
SWP-FLT-1057-A6-EYC,FLT-1057,EY3103,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYE,B777X,A6-EYC,A380,116,2000,Y,32,24320,N,AUH,2026-01-24T18:12:00Z
SWP-FLT-1058-A6-EYA,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYA,A380,166,3000,Y,38,21852,Y,AUH,2026-01-24T17:57:00Z
SWP-FLT-1058-A6-EYB,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYB,A380,166,3000,Y,79,40330,N,AUH,2026-01-24T17:57:00Z
SWP-FLT-1058-A6-EYC,FLT-1058,EY004,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYK,A350,A6-EYC,A380,166,3000,Y,36,37517,Y,AUH,2026-01-24T17:57:00Z
SWP-FLT-1059-A6-EYA,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,A350,A6-EYA,A380,166,3000,Y,106,40812,Y,AUH,2026-01-24T20:53:00Z
SWP-FLT-1059-A6-EYB,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,A350,A6-EYB,A380,166,3000,Y,108,16687,Y,AUH,2026-01-24T22:53:00Z
SWP-FLT-1059-A6-EYC,FLT-1059,EY8086,6,Multiple Aircraft AOG + Engine Failure Cascade,A6-EYL,A350,A6-EYC,A380,166,3000,Y,41,12974,Y,AUH,2026-01-24T20:53:00Z
SWP-FLT-1061-A6-EYA,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,35,31614,Y,AUH,2026-01-25T07:52:00Z
SWP-FLT-1061-A6-EYB,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,42,10751,Y,AUH,2026-01-25T09:52:00Z
SWP-FLT-1061-A6-EYC,FLT-1061,EY8086,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,43,39012,N,AUH,2026-01-25T08:52:00Z
SWP-FLT-1062-A6-EYA,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,B787-10,A6-EYA,A380,186,4000,Y,113,40147,Y,AUH,2026-01-25T10:09:00Z
SWP-FLT-1062-A6-EYB,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,B787-10,A6-EYB,A380,186,4000,Y,58,6687,Y,AUH,2026-01-25T12:09:00Z
SWP-FLT-1062-A6-EYC,FLT-1062,EY6622,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYJ,B787-10,A6-EYC,A380,186,4000,Y,68,42791,Y,AUH,2026-01-25T11:09:00Z
SWP-FLT-1063-A6-EYB,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,A380,A6-EYB,A380,0,0,N,63,44757,N,AUH,2026-01-25T13:31:00Z
SWP-FLT-1063-A6-EYC,FLT-1063,EY0739,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,A380,A6-EYC,A380,0,0,N,96,37236,Y,AUH,2026-01-25T12:31:00Z
SWP-FLT-1064-A6-EYA,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,53,44601,Y,AUH,2026-01-25T13:49:00Z
SWP-FLT-1064-A6-EYB,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,41,25055,Y,AUH,2026-01-25T13:49:00Z
SWP-FLT-1064-A6-EYC,FLT-1064,EY432,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,30,47493,Y,AUH,2026-01-25T15:49:00Z
SWP-FLT-1065-A6-EYA,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,B787-10,A6-EYA,A380,186,4000,Y,51,13806,Y,AUH,2026-01-25T15:15:00Z
SWP-FLT-1065-A6-EYB,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,B787-10,A6-EYB,A380,186,4000,Y,119,20059,Y,AUH,2026-01-25T16:15:00Z
SWP-FLT-1065-A6-EYC,FLT-1065,EY1202,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYH,B787-10,A6-EYC,A380,186,4000,Y,72,43880,Y,AUH,2026-01-25T18:15:00Z
SWP-FLT-1066-A6-EYA,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYA,A380,166,3000,Y,106,26806,Y,AUH,2026-01-25T17:35:00Z
SWP-FLT-1066-A6-EYB,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYB,A380,166,3000,Y,53,35792,Y,AUH,2026-01-25T18:35:00Z
SWP-FLT-1066-A6-EYC,FLT-1066,EY334,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYC,A380,166,3000,Y,93,25461,N,AUH,2026-01-25T18:35:00Z
SWP-FLT-1067-A6-EYA,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,76,25325,Y,AUH,2026-01-25T19:57:00Z
SWP-FLT-1067-A6-EYB,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,111,37636,Y,AUH,2026-01-25T21:57:00Z
SWP-FLT-1067-A6-EYC,FLT-1067,EY8087,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,70,19380,Y,AUH,2026-01-25T20:57:00Z
SWP-FLT-1068-A6-EYB,FLT-1068,EY0740,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,A380,A6-EYB,A380,0,0,N,50,32189,Y,AUH,2026-01-25T21:47:00Z
SWP-FLT-1068-A6-EYC,FLT-1068,EY0740,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYA,A380,A6-EYC,A380,0,0,N,74,30021,Y,AUH,2026-01-25T22:47:00Z
SWP-FLT-1069-A6-EYA,FLT-1069,EY433,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,46,20354,Y,AUH,2026-01-26T02:17:00Z
SWP-FLT-1069-A6-EYB,FLT-1069,EY433,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,61,47281,Y,AUH,2026-01-26T00:17:00Z
SWP-FLT-1069-A6-EYC,FLT-1069,EY433,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,55,22667,Y,AUH,2026-01-26T00:17:00Z
SWP-FLT-1070-A6-EYA,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYA,A380,166,3000,Y,44,30061,N,AUH,2026-01-25T07:04:00Z
SWP-FLT-1070-A6-EYB,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYB,A380,166,3000,Y,43,22308,Y,AUH,2026-01-25T09:04:00Z
SWP-FLT-1070-A6-EYC,FLT-1070,EY335,7,Crew Out of Hours + Insufficient Cabin Crew Crisis,A6-EYK,A350,A6-EYC,A380,166,3000,Y,41,44395,N,AUH,2026-01-25T08:04:00Z
SWP-FLT-1073-A6-EYA,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYN,A321LR,A6-EYA,A380,310,11800,Y,99,28749,Y,AUH,2026-01-27T12:17:00Z
SWP-FLT-1073-A6-EYB,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYN,A321LR,A6-EYB,A380,310,11800,Y,112,37852,Y,AUH,2026-01-27T11:17:00Z
SWP-FLT-1073-A6-EYC,FLT-1073,EY9626,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYN,A321LR,A6-EYC,A380,310,11800,Y,39,49507,Y,AUH,2026-01-27T12:17:00Z
SWP-FLT-1074-A6-EYA,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,72,48085,Y,AUH,2026-01-27T13:43:00Z
SWP-FLT-1074-A6-EYB,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,55,22092,Y,AUH,2026-01-27T15:43:00Z
SWP-FLT-1074-A6-EYC,FLT-1074,EY432,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,110,36889,Y,AUH,2026-01-27T16:43:00Z
SWP-FLT-1075-A6-EYA,FLT-1075,EY1202,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYH,B787-10,A6-EYA,A380,186,4000,Y,119,29686,Y,AUH,2026-01-27T16:39:00Z
SWP-FLT-1075-A6-EYB,FLT-1075,EY1202,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYH,B787-10,A6-EYB,A380,186,4000,Y,118,34995,N,AUH,2026-01-27T18:39:00Z
SWP-FLT-1075-A6-EYC,FLT-1075,EY1202,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYH,B787-10,A6-EYC,A380,186,4000,Y,96,35798,Y,AUH,2026-01-27T16:39:00Z
SWP-FLT-1076-A6-EYA,FLT-1076,EY8184,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYG,B787-10,A6-EYA,A380,186,4000,Y,61,36453,Y,AUH,2026-01-27T19:11:00Z
SWP-FLT-1076-A6-EYB,FLT-1076,EY8184,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYG,B787-10,A6-EYB,A380,186,4000,Y,100,33640,Y,AUH,2026-01-27T19:11:00Z
SWP-FLT-1076-A6-EYC,FLT-1076,EY8184,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYG,B787-10,A6-EYC,A380,186,4000,Y,107,17144,Y,AUH,2026-01-27T17:11:00Z
SWP-FLT-1077-A6-EYB,FLT-1077,EY912,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYA,A380,A6-EYB,A380,0,0,N,91,49220,Y,AUH,2026-01-27T22:20:00Z
SWP-FLT-1077-A6-EYC,FLT-1077,EY912,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYA,A380,A6-EYC,A380,0,0,N,44,29475,Y,AUH,2026-01-27T20:20:00Z
SWP-FLT-1078-A6-EYA,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYB,A380,A6-EYA,A380,0,0,N,42,15766,Y,AUH,2026-01-27T22:16:00Z
SWP-FLT-1078-A6-EYC,FLT-1078,EY0739,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYB,A380,A6-EYC,A380,0,0,N,74,11238,Y,AUH,2026-01-27T22:16:00Z
SWP-FLT-1080-A6-EYA,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYK,A350,A6-EYA,A380,166,3000,Y,51,29515,N,AUH,2026-01-27T08:15:00Z
SWP-FLT-1080-A6-EYB,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYK,A350,A6-EYB,A380,166,3000,Y,53,31127,Y,AUH,2026-01-27T08:15:00Z
SWP-FLT-1080-A6-EYC,FLT-1080,EY5265,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYK,A350,A6-EYC,A380,166,3000,Y,54,15912,N,AUH,2026-01-27T10:15:00Z
SWP-FLT-1081-A6-EYA,FLT-1081,EY6005,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYL,A350,A6-EYA,A380,166,3000,Y,39,44331,Y,AUH,2026-01-27T11:30:00Z
SWP-FLT-1081-A6-EYB,FLT-1081,EY6005,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYL,A350,A6-EYB,A380,166,3000,Y,92,23684,N,AUH,2026-01-27T12:30:00Z
SWP-FLT-1081-A6-EYC,FLT-1081,EY6005,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYL,A350,A6-EYC,A380,166,3000,Y,79,12779,N,AUH,2026-01-27T10:30:00Z
SWP-FLT-1083-A6-EYB,FLT-1083,EY913,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYA,A380,A6-EYB,A380,0,0,N,89,20778,Y,AUH,2026-01-27T13:58:00Z
SWP-FLT-1083-A6-EYC,FLT-1083,EY913,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYA,A380,A6-EYC,A380,0,0,N,103,47977,N,AUH,2026-01-27T15:58:00Z
SWP-FLT-1084-A6-EYA,FLT-1084,EY433,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,100,48853,Y,AUH,2026-01-27T15:44:00Z
SWP-FLT-1084-A6-EYB,FLT-1084,EY433,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,89,14118,Y,AUH,2026-01-27T15:44:00Z
SWP-FLT-1084-A6-EYC,FLT-1084,EY433,8,Runway Closure + Airspace Flow Rate Restrictions,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,110,35701,N,AUH,2026-01-27T17:44:00Z
SWP-FLT-1085-A6-EYA,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYA,A380,186,4000,Y,64,47158,Y,AUH,2026-01-28T08:46:00Z
SWP-FLT-1085-A6-EYB,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYB,A380,186,4000,Y,56,26651,Y,AUH,2026-01-28T07:46:00Z
SWP-FLT-1085-A6-EYC,FLT-1085,EY8086,9,Security Threat + Geopolitical Airspace Diversion,A6-EYI,B787-10,A6-EYC,A380,186,4000,Y,66,47827,Y,AUH,2026-01-28T08:46:00Z
SWP-FLT-1086-A6-EYA,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYA,A380,186,4000,Y,38,41375,Y,AUH,2026-01-28T10:49:00Z
SWP-FLT-1086-A6-EYB,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYB,A380,186,4000,Y,71,23294,Y,AUH,2026-01-28T11:49:00Z
SWP-FLT-1086-A6-EYC,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,B787-10,A6-EYC,A380,186,4000,Y,63,42381,N,AUH,2026-01-28T09:49:00Z
SWP-FLT-1087-A6-EYB,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,A380,A6-EYB,A380,0,0,N,31,40572,Y,AUH,2026-01-28T12:53:00Z
SWP-FLT-1087-A6-EYC,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,A380,A6-EYC,A380,0,0,N,97,17950,N,AUH,2026-01-28T12:53:00Z
SWP-FLT-1088-A6-EYA,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYA,A380,186,4000,Y,113,44918,N,AUH,2026-01-28T15:36:00Z
SWP-FLT-1088-A6-EYB,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYB,A380,186,4000,Y,32,46145,Y,AUH,2026-01-28T15:36:00Z
SWP-FLT-1088-A6-EYC,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYC,A380,186,4000,Y,66,20003,Y,AUH,2026-01-28T16:36:00Z
SWP-FLT-1089-A6-EYA,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYA,A380,186,4000,Y,37,39850,N,AUH,2026-01-28T18:54:00Z
SWP-FLT-1089-A6-EYB,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYB,A380,186,4000,Y,34,32277,Y,AUH,2026-01-28T18:54:00Z
SWP-FLT-1089-A6-EYC,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYC,A380,186,4000,Y,52,23205,N,AUH,2026-01-28T17:54:00Z
SWP-FLT-1090-A6-EYA,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYA,A380,336,12500,Y,38,47287,Y,AUH,2026-01-28T17:00:00Z
SWP-FLT-1090-A6-EYB,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYB,A380,336,12500,Y,105,20821,N,AUH,2026-01-28T18:00:00Z
SWP-FLT-1090-A6-EYC,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYC,A380,336,12500,Y,61,36378,Y,AUH,2026-01-28T18:00:00Z
SWP-FLT-1091-A6-EYA,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,116,21641,Y,AUH,2026-01-28T20:26:00Z
SWP-FLT-1091-A6-EYB,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,110,46184,N,AUH,2026-01-28T21:26:00Z
SWP-FLT-1091-A6-EYC,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,92,9344,Y,AUH,2026-01-28T21:26:00Z
SWP-FLT-1092-A6-EYA,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,A350,A6-EYA,A380,166,3000,Y,92,31251,Y,AUH,2026-01-29T00:41:00Z
SWP-FLT-1092-A6-EYB,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,A350,A6-EYB,A380,166,3000,Y,46,12238,Y,AUH,2026-01-28T21:41:00Z
SWP-FLT-1092-A6-EYC,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,A350,A6-EYC,A380,166,3000,Y,107,29664,Y,AUH,2026-01-29T00:41:00Z
SWP-FLT-1093-A6-EYA,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,A350,A6-EYA,A380,166,3000,Y,66,27599,N,AUH,2026-01-29T00:14:00Z
SWP-FLT-1093-A6-EYB,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,A350,A6-EYB,A380,166,3000,Y,110,11378,Y,AUH,2026-01-29T00:14:00Z
SWP-FLT-1093-A6-EYC,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,A350,A6-EYC,A380,166,3000,Y,31,20717,Y,AUH,2026-01-29T02:14:00Z
SWP-FLT-1094-A6-EYA,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,A350,A6-EYA,A380,166,3000,Y,103,22542,N,AUH,2026-01-28T10:23:00Z
SWP-FLT-1094-A6-EYB,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,A350,A6-EYB,A380,166,3000,Y,102,23222,Y,AUH,2026-01-28T10:23:00Z
SWP-FLT-1094-A6-EYC,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,A350,A6-EYC,A380,166,3000,Y,87,26181,N,AUH,2026-01-28T07:23:00Z
SWP-FLT-1095-A6-EYA,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,A6-EYN,A321LR,A6-EYA,A380,310,11800,Y,69,33705,N,AUH,2026-01-28T09:35:00Z
SWP-FLT-1095-A6-EYB,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,A6-EYN,A321LR,A6-EYB,A380,310,11800,Y,63,31126,N,AUH,2026-01-28T09:35:00Z
SWP-FLT-1095-A6-EYC,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,A6-EYN,A321LR,A6-EYC,A380,310,11800,Y,81,16316,Y,AUH,2026-01-28T09:35:00Z
SWP-FLT-1096-A6-EYA,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYA,A380,336,12500,Y,35,49841,Y,AUH,2026-01-28T13:16:00Z
SWP-FLT-1096-A6-EYB,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYB,A380,336,12500,Y,79,19517,N,AUH,2026-01-28T13:16:00Z
SWP-FLT-1096-A6-EYC,FLT-1096,EY117,9,Security Threat + Geopolitical Airspace Diversion,A6-EYV,A320,A6-EYC,A380,336,12500,Y,30,14597,Y,AUH,2026-01-28T12:16:00Z
SWP-FLT-1097-A6-EYB,FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,A380,A6-EYB,A380,0,0,N,86,27988,Y,AUH,2026-01-28T16:13:00Z
SWP-FLT-1097-A6-EYC,FLT-1097,EY913,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,A380,A6-EYC,A380,0,0,N,113,14913,Y,AUH,2026-01-28T15:13:00Z
SWP-FLT-1098-A6-EYA,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYA,A380,186,4000,Y,69,46684,Y,AUH,2026-01-28T18:18:00Z
SWP-FLT-1098-A6-EYB,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYB,A380,186,4000,Y,102,47848,N,AUH,2026-01-28T15:18:00Z
SWP-FLT-1098-A6-EYC,FLT-1098,EY433,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,B787-10,A6-EYC,A380,186,4000,Y,52,42245,Y,AUH,2026-01-28T15:18:00Z
SWP-FLT-1099-A6-EYA,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYA,A380,186,4000,Y,110,18226,Y,AUH,2026-01-28T17:34:00Z
SWP-FLT-1099-A6-EYB,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYB,A380,186,4000,Y,40,32812,Y,AUH,2026-01-28T19:34:00Z
SWP-FLT-1099-A6-EYC,FLT-1099,EY335,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,B787-10,A6-EYC,A380,186,4000,Y,59,10507,N,AUH,2026-01-28T19:34:00Z
SWP-FLT-1100-A6-EYA,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYA,A380,186,4000,Y,77,15364,Y,AUH,2026-01-28T19:44:00Z
SWP-FLT-1100-A6-EYB,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYB,A380,186,4000,Y,59,39667,N,AUH,2026-01-28T19:44:00Z
SWP-FLT-1100-A6-EYC,FLT-1100,EY1203,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,B787-10,A6-EYC,A380,186,4000,Y,83,44113,N,AUH,2026-01-28T22:44:00Z
SWP-FLT-1101-A6-EYA,FLT-1101,EY171,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,A320,A6-EYA,A380,336,12500,Y,101,16088,Y,AUH,2026-01-28T21:36:00Z
